Order,ECG1,ECG2
279,0.215,-0.29
280,0.2,-0.27
281,0.16,-0.29
282,0.155,-0.375
283,0.11,-0.385
284,0.075,-0.37
285,0.07,-0.435
286,0.065,-0.515
287,0.05,-0.505
288,0.005,-0.545
289,-0.005,-0.58
290,-0.015,-0.585
291,-0.05,-0.54
292,-0.05,-0.52
293,-0.025,-0.515
294,-0.055,-0.555
295,-0.095,-0.58
296,-0.105,-0.615
297,-0.125,-0.64
298,-0.075,-0.63
299,-0.065,-0.62
300,-0.08,-0.62
301,-0.06,-0.585
302,-0.04,-0.59
303,-0.055,-0.64
304,-0.08,-0.685
305,-0.1,-0.675
306,-0.1,-0.635
307,-0.06,-0.625
308,-0.055,-0.65
309,-0.085,-0.65
310,-0.09,-0.68
311,-0.06,-0.715
312,-0.065,-0.685
313,-0.075,-0.675
314,-0.095,-0.65
315,-0.09,-0.655
316,-0.08,-0.62
317,-0.045,-0.69
318,-0.005,-0.72
319,0.01,-0.68
320,0.01,-0.67
321,0,-0.63
322,-0.01,-0.61
323,-0.035,-0.59
324,-0.03,-0.555
325,-0.035,-0.625
326,-0.05,-0.715
327,-0.06,-0.72
328,-0.06,-0.655
329,-0.035,-0.595
330,-0.035,-0.55
331,-0.035,-0.615
332,-0.07,-0.66
333,-0.09,-0.62
334,-0.075,-0.57
335,-0.06,-0.495
336,-0.075,-0.525
337,-0.08,-0.655
338,-0.075,-0.66
339,-0.05,-0.61
340,-0.06,-0.59
341,-0.065,-0.595
342,-0.035,-0.575
343,-0.065,-0.56
344,-0.08,-0.485
345,-0.06,-0.48
346,-0.05,-0.59
347,-0.07,-0.655
348,-0.075,-0.695
349,-0.1,-0.675
350,-0.09,-0.64
351,-0.07,-0.635
352,-0.1,-0.595
353,-0.085,-0.53
354,-0.065,-0.475
355,-0.05,-0.395
356,-0.025,-0.32
357,-0.01,-0.14
358,0,0.175
359,0.07,0.59
360,0.035,0.88
361,-0.15,0.99
362,-0.5,1.11
363,-0.985,1.195
364,-1.54,1.37
365,-2.04,1.465
366,-2.395,1.425
367,-2.505,1.44
368,-2.435,1.33
369,-2.265,1.135
370,-2.12,0.895
371,-1.995,0.69
372,-1.86,0.54
373,-1.655,0.48
374,-1.48,0.4
375,-1.39,0.295
376,-1.3,0.28
377,-1.21,0.115
378,-1.095,-0.24
379,-1.01,-0.615
380,-0.97,-0.825
381,-0.895,-0.91
382,-0.835,-0.985
383,-0.715,-1
384,-0.605,-1.04
385,-0.45,-1.025
386,-0.345,-0.935
387,-0.185,-0.845
388,-0.045,-0.845
389,0.105,-0.825
390,0.2,-0.805
391,0.21,-0.76
392,0.245,-0.73
393,0.28,-0.72
394,0.285,-0.75
395,0.355,-0.78
396,0.405,-0.77
397,0.405,-0.73
398,0.43,-0.7
399,0.475,-0.73
400,0.48,-0.81
401,0.465,-0.84
402,0.495,-0.76
403,0.53,-0.71
404,0.555,-0.74
405,0.585,-0.8
406,0.61,-0.8
407,0.635,-0.73
408,0.635,-0.705
409,0.66,-0.745
410,0.625,-0.81
411,0.65,-0.81
412,0.65,-0.8
413,0.7,-0.77
414,0.72,-0.725
415,0.74,-0.735
416,0.775,-0.775
417,0.755,-0.785
418,0.79,-0.755
419,0.83,-0.655
420,0.83,-0.615
421,0.84,-0.675
422,0.86,-0.685
423,0.855,-0.655
424,0.83,-0.605
425,0.83,-0.58
426,0.8,-0.54
427,0.77,-0.51
428,0.72,-0.495
429,0.665,-0.47
430,0.655,-0.44
431,0.645,-0.405
432,0.605,-0.39
433,0.545,-0.425
434,0.495,-0.43
435,0.45,-0.425
436,0.405,-0.4
437,0.36,-0.47
438,0.345,-0.52
439,0.31,-0.61
440,0.27,-0.625
441,0.255,-0.57
442,0.185,-0.535
443,0.18,-0.635
444,0.19,-0.68
445,0.195,-0.635
446,0.155,-0.615
447,0.16,-0.625
448,0.14,-0.665
449,0.105,-0.715
450,0.075,-0.72
451,0.065,-0.735
452,0.065,-0.68
453,0.075,-0.63
454,0.08,-0.63
455,0.085,-0.66
456,0.065,-0.69
457,0.035,-0.71
458,0.055,-0.705
459,0.07,-0.72
460,0.09,-0.715
461,0.07,-0.705
462,0.06,-0.74
463,0.055,-0.755
464,0.095,-0.74
465,0.105,-0.715
466,0.11,-0.715
467,0.105,-0.725
468,0.115,-0.77
469,0.1,-0.79
470,0.1,-0.785
471,0.07,-0.815
472,0.08,-0.87
473,0.105,-0.9
474,0.08,-0.92
475,0.07,-0.84
476,0.06,-0.835
477,0.05,-0.81
478,0.115,-0.82
479,0.125,-0.835
480,0.125,-0.825
481,0.105,-0.795
482,0.115,-0.75
483,0.1,-0.815
484,0.095,-0.875
485,0.06,-0.86
486,0.1,-0.775
487,0.15,-0.755
488,0.145,-0.775
489,0.125,-0.775
490,0.105,-0.78
491,0.075,-0.76
492,0.085,-0.765
493,0.045,-0.77
494,0.075,-0.73
495,0.055,-0.705
496,0.06,-0.735
497,0.055,-0.745
498,0.055,-0.755
499,0.025,-0.72
500,0.035,-0.685
501,0.035,-0.695
502,0.055,-0.68
503,0.045,-0.73
504,0.07,-0.765
505,0.05,-0.785
506,0.01,-0.76
507,0.05,-0.715
508,0.06,-0.65
509,0.07,-0.55
510,0.09,-0.615
511,0.065,-0.73
512,0.045,-0.81
513,0.075,-0.845
514,0.055,-0.815
515,0.035,-0.795
516,0.1,-0.76
517,0.1,-0.735
518,0.1,-0.65
519,0.09,-0.6
520,0.125,-0.6
521,0.13,-0.665
522,0.125,-0.66
523,0.14,-0.635
524,0.16,-0.635
525,0.155,-0.645
526,0.145,-0.64
527,0.16,-0.61
528,0.15,-0.64
529,0.15,-0.65
530,0.14,-0.615
531,0.14,-0.565
532,0.16,-0.605
533,0.17,-0.705
534,0.155,-0.715
535,0.175,-0.675
536,0.14,-0.61
537,0.09,-0.635
538,0.05,-0.6
539,0.045,-0.54
540,0.045,-0.59
541,0.05,-0.685
542,0.05,-0.715
543,0.04,-0.72
544,0.015,-0.68
545,0.015,-0.68
546,0.035,-0.68
547,0.05,-0.67
548,0.045,-0.685
549,0.005,-0.68
550,0,-0.615
551,0.025,-0.45
552,0.045,-0.255
553,0.1,0.02
554,0.165,0.35
555,0.08,0.605
556,-0.19,0.8
557,-0.66,0.96
558,-1.28,1.155
559,-1.895,1.3
560,-2.395,1.36
561,-2.65,1.33
562,-2.63,1.29
563,-2.46,1.28
564,-2.23,1.275
565,-2.065,1.2
566,-1.99,1.075
567,-1.805,0.945
568,-1.59,0.86
569,-1.45,0.83
570,-1.35,0.775
571,-1.22,0.67
572,-1.08,0.37
573,-0.955,-0.125
574,-0.88,-0.65
575,-0.775,-0.925
576,-0.64,-1.03
577,-0.55,-1.015
578,-0.455,-0.96
579,-0.28,-0.905
580,-0.155,-0.785
581,0.01,-0.75
582,0.17,-0.825
583,0.295,-0.855
584,0.375,-0.825
585,0.42,-0.76
586,0.455,-0.755
587,0.46,-0.76
588,0.48,-0.745
589,0.48,-0.69
590,0.485,-0.7
591,0.5,-0.71
592,0.495,-0.705
593,0.54,-0.7
594,0.555,-0.68
595,0.58,-0.575
596,0.59,-0.52
597,0.615,-0.6
598,0.655,-0.685
599,0.68,-0.695
600,0.695,-0.59
601,0.755,-0.51
602,0.78,-0.48
603,0.835,-0.525
604,0.89,-0.555
605,0.93,-0.57
606,0.91,-0.54
607,0.935,-0.53
608,1,-0.495
609,1.035,-0.465
610,1.07,-0.405
611,1.095,-0.355
612,1.12,-0.415
613,1.13,-0.52
614,1.155,-0.565
615,1.185,-0.52
616,1.16,-0.46
617,1.15,-0.435
618,1.145,-0.405
619,1.14,-0.385
620,1.09,-0.33
621,1.045,-0.305
622,0.96,-0.255
623,0.875,-0.25
624,0.845,-0.2
625,0.78,-0.125
626,0.715,-0.095
627,0.675,-0.075
628,0.605,0.035
629,0.555,0.19
630,0.485,0.28
631,0.46,0.215
632,0.395,0.075
633,0.335,0.065
634,0.28,0.125
635,0.275,0.155
636,0.285,0.165
637,0.28,0.17
638,0.235,0.115
639,0.2,0.13
640,0.165,0.15
641,0.175,0.15
642,0.165,0.14
643,0.215,0.135
644,0.21,0.125
645,0.205,0.155
646,0.22,0.16
647,0.245,0.14
648,0.25,0.15
649,0.25,0.165
650,0.25,0.17
651,0.265,0.185
652,0.26,0.165
653,0.26,0.12
654,0.22,0.09
655,0.21,0.055
656,0.235,0.02
657,0.22,-0.02
658,0.225,-0.025
659,0.23,-0.005
660,0.245,0
661,0.245,0.025
662,0.225,0.035
663,0.21,0.05
664,0.205,0.08
665,0.2,0.075
666,0.215,0.115
667,0.215,0.18
668,0.2,0.26
669,0.21,0.485
670,0.21,0.73
671,0.3,0.865
672,0.355,0.965
673,0.215,1.105
674,-0.135,1.37
675,-0.665,1.685
676,-1.405,1.915
677,-1.945,2.025
678,-2.385,2.04
679,-2.525,2
680,-2.385,2.01
681,-2.195,1.91
682,-1.96,1.785
683,-1.825,1.71
684,-1.745,1.55
685,-1.58,1.41
686,-1.43,1.3
687,-1.325,1.23
688,-1.19,1.13
689,-1.06,0.945
690,-0.955,0.515
691,-0.865,0.095
692,-0.775,-0.18
693,-0.665,-0.295
694,-0.515,-0.355
695,-0.36,-0.315
696,-0.205,-0.23
697,-0.05,-0.18
698,0.105,-0.135
699,0.295,-0.12
700,0.42,-0.12
701,0.565,-0.17
702,0.6,-0.11
703,0.635,-0.045
704,0.66,-0.075
705,0.685,-0.055
706,0.715,0.065
707,0.73,0.135
708,0.73,0.065
709,0.72,-0.01
710,0.73,-0.01
711,0.755,0.065
712,0.79,-0.005
713,0.805,-0.06
714,0.795,-0.095
715,0.805,-0.1
716,0.845,-0.05
717,0.92,-0.015
718,0.93,-0.01
719,0.965,0.025
720,0.99,0.035
721,1.015,0.045
722,1.045,0.05
723,1.045,0.065
724,1.09,0.08
725,1.085,0.05
726,1.09,0.035
727,1.115,0.025
728,1.09,0.045
729,1.14,0.055
730,1.145,0.07
731,1.15,0.11
732,1.135,0.11
733,1.11,0.115
734,1.1,0.12
735,1.075,0.18
736,1.035,0.215
737,1,0.235
738,0.935,0.225
739,0.905,0.26
740,0.855,0.31
741,0.8,0.325
742,0.74,0.38
743,0.69,0.56
744,0.67,0.795
745,0.63,0.775
746,0.575,0.375
747,0.525,-0.09
748,0.51,-0.155
749,0.5,-0.025
750,0.495,0.065
751,0.505,0.14
752,0.49,0.18
753,0.475,0.18
754,0.435,0.19
755,0.415,0.2
756,0.42,0.195
757,0.425,0.18
758,0.415,0.16
759,0.385,0.16
760,0.37,0.155
761,0.375,0.19
762,0.355,0.155
763,0.355,0.14
764,0.34,0.115
765,0.38,0.095
766,0.345,0.07
767,0.34,0.095
768,0.325,0.145
769,0.33,0.16
770,0.32,0.145
771,0.315,0.195
772,0.325,0.245
773,0.315,0.135
774,0.3,-0.06
775,0.27,-0.14
776,0.31,-0.075
777,0.305,-0.04
778,0.31,0.015
779,0.335,0.11
780,0.32,0.175
781,0.31,0.115
782,0.295,0.015
783,0.305,-0.01
784,0.285,0.025
785,0.24,0.05
786,0.225,0.045
787,0.24,0.05
788,0.28,0.04
789,0.265,0.06
790,0.25,0.035
791,0.26,-0.005
792,0.27,0
793,0.24,0.005
794,0.195,-0.035
795,0.155,-0.075
796,0.15,-0.1
797,0.125,-0.27
798,0.14,-0.42
799,0.155,-0.455
800,0.14,-0.475
801,0.14,-0.52
802,0.14,-0.575
803,0.145,-0.58
804,0.15,-0.585
805,0.125,-0.555
806,0.125,-0.59
807,0.135,-0.605
808,0.13,-0.605
809,0.14,-0.57
810,0.19,-0.58
811,0.175,-0.605
812,0.17,-0.565
813,0.12,-0.535
814,0.125,-0.64
815,0.15,-0.76
816,0.135,-0.795
817,0.115,-0.77
818,0.15,-0.785
819,0.17,-0.75
820,0.18,-0.735
821,0.165,-0.7
822,0.14,-0.66
823,0.145,-0.67
824,0.145,-0.66
825,0.165,-0.67
826,0.175,-0.66
827,0.19,-0.64
828,0.215,-0.675
829,0.2,-0.685
830,0.18,-0.705
831,0.175,-0.69
832,0.18,-0.715
833,0.165,-0.74
834,0.155,-0.76
835,0.15,-0.765
836,0.13,-0.785
837,0.135,-0.765
838,0.13,-0.73
839,0.105,-0.72
840,0.085,-0.75
841,0.08,-0.76
842,0.08,-0.775
843,0.08,-0.77
844,0.055,-0.73
845,0.045,-0.73
846,0.06,-0.715
847,0.085,-0.685
848,0.09,-0.635
849,0.13,-0.47
850,0.145,-0.19
851,0.22,0.155
852,0.29,0.515
853,0.21,0.665
854,-0.065,0.78
855,-0.505,0.915
856,-1.16,1.135
857,-1.76,1.3
858,-2.235,1.35
859,-2.525,1.355
860,-2.45,1.325
861,-2.29,1.23
862,-2.04,1.075
863,-1.88,0.91
864,-1.76,0.725
865,-1.56,0.555
866,-1.39,0.38
867,-1.25,0.24
868,-1.15,0.135
869,-1.04,0.035
870,-0.95,-0.24
871,-0.88,-0.685
872,-0.805,-1.04
873,-0.73,-1.19
874,-0.59,-1.255
875,-0.52,-1.235
876,-0.405,-1.16
877,-0.27,-1.1
878,-0.13,-1.06
879,0.005,-1.045
880,0.135,-0.985
881,0.245,-0.92
882,0.33,-0.905
883,0.39,-0.905
884,0.43,-0.89
885,0.455,-0.9
886,0.48,-0.875
887,0.52,-0.84
888,0.545,-0.845
889,0.585,-0.83
890,0.605,-0.77
891,0.635,-0.755
892,0.675,-0.75
893,0.705,-0.78
894,0.725,-0.76
895,0.75,-0.7
896,0.75,-0.665
897,0.805,-0.655
898,0.845,-0.635
899,0.9,-0.615
900,0.93,-0.595
901,0.955,-0.6
902,0.995,-0.615
903,1.03,-0.65
904,1.045,-0.645
905,1.095,-0.625
906,1.14,-0.63
907,1.185,-0.6
908,1.18,-0.62
909,1.195,-0.665
910,1.21,-0.655
911,1.22,-0.65
912,1.2,-0.635
913,1.195,-0.605
914,1.21,-0.57
915,1.2,-0.58
916,1.16,-0.57
917,1.13,-0.54
918,1.125,-0.53
919,1.085,-0.495
920,1.04,-0.515
921,0.98,-0.485
922,0.92,-0.445
923,0.885,-0.375
924,0.81,-0.355
925,0.76,-0.365
926,0.705,-0.37
927,0.67,-0.33
928,0.595,-0.32
929,0.58,-0.345
930,0.535,-0.395
931,0.47,-0.41
932,0.425,-0.385
933,0.39,-0.345
934,0.36,-0.35
935,0.36,-0.37
936,0.33,-0.42
937,0.335,-0.39
938,0.33,-0.38
939,0.31,-0.4
940,0.305,-0.425
941,0.3,-0.445
942,0.275,-0.48
943,0.315,-0.475
944,0.3,-0.47
945,0.27,-0.465
946,0.255,-0.52
947,0.28,-0.55
948,0.27,-0.52
949,0.29,-0.51
950,0.305,-0.545
951,0.3,-0.575
952,0.31,-0.585
953,0.325,-0.57
954,0.32,-0.56
955,0.31,-0.55
956,0.325,-0.55
957,0.315,-0.6
958,0.305,-0.62
959,0.325,-0.63
960,0.275,-0.64
961,0.25,-0.63
962,0.23,-0.62
963,0.215,-0.615
964,0.235,-0.635
965,0.225,-0.67
966,0.225,-0.645
967,0.195,-0.62
968,0.19,-0.615
969,0.19,-0.605
970,0.185,-0.56
971,0.19,-0.56
972,0.2,-0.605
973,0.205,-0.585
974,0.195,-0.555
975,0.21,-0.515
976,0.185,-0.535
977,0.195,-0.56
978,0.21,-0.605
979,0.215,-0.58
980,0.23,-0.545
981,0.225,-0.565
982,0.22,-0.57
983,0.19,-0.58
984,0.195,-0.595
985,0.17,-0.565
986,0.16,-0.555
987,0.17,-0.565
988,0.185,-0.54
989,0.2,-0.57
990,0.195,-0.55
991,0.22,-0.535
992,0.215,-0.5
993,0.24,-0.515
994,0.21,-0.555
995,0.245,-0.565
996,0.245,-0.535
997,0.245,-0.48
998,0.23,-0.455
999,0.215,-0.395
1000,0.22,-0.375
1001,0.2,-0.32
1002,0.21,-0.215
1003,0.23,0.025
1004,0.215,0.405
1005,0.225,0.825
1006,0.155,1.065
1007,-0.065,1.19
1008,-0.395,1.3
1009,-0.915,1.395
1010,-1.405,1.535
1011,-1.875,1.575
1012,-2.205,1.475
1013,-2.335,1.38
1014,-2.26,1.245
1015,-2.09,1.08
1016,-1.92,0.905
1017,-1.83,0.755
1018,-1.715,0.58
1019,-1.545,0.425
1020,-1.405,0.32
1021,-1.315,0.265
1022,-1.205,0.26
1023,-1.095,0.095
1024,-1,-0.23
1025,-0.925,-0.61
1026,-0.86,-0.905
1027,-0.77,-1.025
1028,-0.67,-1.075
1029,-0.57,-1.03
1030,-0.46,-0.945
1031,-0.3,-0.885
1032,-0.15,-0.855
1033,0.035,-0.81
1034,0.185,-0.785
1035,0.355,-0.75
1036,0.465,-0.745
1037,0.535,-0.75
1038,0.59,-0.75
1039,0.595,-0.735
1040,0.605,-0.75
1041,0.61,-0.76
1042,0.61,-0.77
1043,0.62,-0.785
1044,0.635,-0.74
1045,0.61,-0.695
1046,0.63,-0.66
1047,0.67,-0.64
1048,0.69,-0.595
1049,0.725,-0.6
1050,0.735,-0.625
1051,0.76,-0.64
1052,0.795,-0.65
1053,0.79,-0.64
1054,0.82,-0.635
1055,0.87,-0.65
1056,0.88,-0.655
1057,0.895,-0.65
1058,0.92,-0.71
1059,0.94,-0.705
1060,0.935,-0.705
1061,0.95,-0.715
1062,0.95,-0.71
1063,0.97,-0.705
1064,0.98,-0.71
1065,1.01,-0.725
1066,1.015,-0.72
1067,1.025,-0.72
1068,1.045,-0.68
1069,1.065,-0.665
1070,1.05,-0.64
1071,1.07,-0.625
1072,1.07,-0.585
1073,1.04,-0.56
1074,1.03,-0.535
1075,1.02,-0.47
1076,0.99,-0.425
1077,0.975,-0.385
1078,0.925,-0.34
1079,0.895,-0.365
1080,0.86,-0.37
1081,0.815,-0.38
1082,0.745,-0.38
1083,0.705,-0.38
1084,0.645,-0.37
1085,0.6,-0.385
1086,0.555,-0.385
1087,0.53,-0.39
1088,0.52,-0.395
1089,0.49,-0.415
1090,0.455,-0.4
1091,0.42,-0.4
1092,0.425,-0.39
1093,0.385,-0.44
1094,0.385,-0.435
1095,0.37,-0.47
1096,0.37,-0.48
1097,0.365,-0.51
1098,0.34,-0.52
1099,0.35,-0.53
1100,0.355,-0.5
1101,0.35,-0.5
1102,0.365,-0.535
1103,0.34,-0.52
1104,0.34,-0.555
1105,0.365,-0.57
1106,0.385,-0.57
1107,0.365,-0.585
1108,0.4,-0.58
1109,0.39,-0.565
1110,0.395,-0.59
1111,0.415,-0.605
1112,0.415,-0.62
1113,0.41,-0.63
1114,0.415,-0.625
1115,0.39,-0.62
1116,0.39,-0.62
1117,0.395,-0.6
1118,0.37,-0.625
1119,0.39,-0.64
1120,0.375,-0.66
1121,0.38,-0.645
1122,0.36,-0.61
1123,0.335,-0.595
1124,0.315,-0.57
1125,0.3,-0.545
1126,0.325,-0.525
1127,0.365,-0.53
1128,0.355,-0.54
1129,0.34,-0.52
1130,0.33,-0.52
1131,0.36,-0.52
1132,0.355,-0.545
1133,0.355,-0.575
1134,0.35,-0.545
1135,0.33,-0.575
1136,0.32,-0.555
1137,0.31,-0.57
1138,0.305,-0.53
1139,0.29,-0.52
1140,0.285,-0.49
1141,0.285,-0.47
1142,0.305,-0.385
1143,0.28,-0.18
1144,0.335,0.075
1145,0.395,0.41
1146,0.39,0.68
1147,0.2,0.88
1148,-0.185,1.055
1149,-0.75,1.21
1150,-1.38,1.43
1151,-1.87,1.555
1152,-2.265,1.555
1153,-2.41,1.505
1154,-2.345,1.47
1155,-2.17,1.35
1156,-1.995,1.25
1157,-1.85,1.12
1158,-1.76,0.935
1159,-1.645,0.77
1160,-1.47,0.665
1161,-1.365,0.605
1162,-1.26,0.54
1163,-1.135,0.485
1164,-1.03,0.35
1165,-0.89,0.025
1166,-0.75,-0.415
1167,-0.69,-0.765
1168,-0.6,-0.9
1169,-0.495,-0.97
1170,-0.395,-0.955
1171,-0.27,-0.925
1172,-0.11,-0.885
1173,0.05,-0.84
1174,0.215,-0.815
1175,0.375,-0.795
1176,0.52,-0.76
1177,0.66,-0.78
1178,0.73,-0.77
1179,0.755,-0.78
1180,0.8,-0.8
1181,0.85,-0.77
1182,0.85,-0.77
1183,0.85,-0.77
1184,0.85,-0.76
1185,0.88,-0.73
1186,0.925,-0.73
1187,0.925,-0.71
1188,0.95,-0.72
1189,0.98,-0.73
1190,1.005,-0.735
1191,1,-0.695
1192,1.05,-0.68
1193,1.06,-0.66
1194,1.12,-0.655
1195,1.16,-0.63
1196,1.175,-0.67
1197,1.205,-0.68
1198,1.28,-0.675
1199,1.275,-0.66
1200,1.295,-0.665
1201,1.325,-0.65
1202,1.35,-0.64
1203,1.425,-0.62
1204,1.435,-0.605
1205,1.45,-0.62
1206,1.48,-0.615
1207,1.495,-0.62
1208,1.475,-0.615
1209,1.48,-0.63
1210,1.45,-0.59
1211,1.415,-0.55
1212,1.37,-0.515
1213,1.31,-0.5
1214,1.275,-0.45
1215,1.205,-0.445
1216,1.145,-0.42
1217,1.09,-0.385
1218,1.035,-0.36
1219,0.955,-0.325
1220,0.96,-0.29
1221,0.93,-0.28
1222,0.895,-0.295
1223,0.875,-0.32
1224,0.82,-0.34
1225,0.775,-0.36
1226,0.72,-0.375
1227,0.705,-0.385
1228,0.655,-0.365
1229,0.62,-0.37
1230,0.565,-0.38
1231,0.555,-0.4
1232,0.545,-0.37
1233,0.52,-0.395
1234,0.515,-0.435
1235,0.53,-0.445
1236,0.515,-0.45
1237,0.48,-0.42
1238,0.465,-0.44
1239,0.47,-0.42
1240,0.475,-0.405
1241,0.52,-0.415
1242,0.495,-0.405
1243,0.535,-0.415
1244,0.525,-0.425
1245,0.495,-0.44
1246,0.515,-0.44
1247,0.5,-0.47
1248,0.505,-0.48
