0rder,ECG1,ECG2
98,0.26,-0.41
99,0.255,-0.405
100,0.27,-0.4
101,0.24,-0.4
102,0.24,-0.4
103,0.22,-0.415
104,0.24,-0.4
105,0.225,-0.4
106,0.225,-0.43
107,0.24,-0.425
108,0.26,-0.41
109,0.26,-0.425
110,0.23,-0.435
111,0.23,-0.42
112,0.23,-0.44
113,0.245,-0.45
114,0.235,-0.43
115,0.24,-0.43
116,0.235,-0.455
117,0.24,-0.445
118,0.215,-0.435
119,0.24,-0.445
120,0.24,-0.44
121,0.205,-0.45
122,0.235,-0.435
123,0.21,-0.42
124,0.195,-0.43
125,0.22,-0.43
126,0.225,-0.43
127,0.21,-0.41
128,0.22,-0.41
129,0.23,-0.425
130,0.215,-0.41
131,0.225,-0.405
132,0.21,-0.41
133,0.22,-0.415
134,0.24,-0.43
135,0.22,-0.4
136,0.215,-0.4
137,0.19,-0.4
138,0.195,-0.4
139,0.2,-0.4
140,0.18,-0.385
141,0.2,-0.41
142,0.185,-0.415
143,0.195,-0.42
144,0.205,-0.39
145,0.175,-0.4
146,0.17,-0.4
147,0.19,-0.415
148,0.21,-0.38
149,0.2,-0.39
150,0.21,-0.415
151,0.2,-0.4
152,0.17,-0.4
153,0.18,-0.38
154,0.16,-0.385
155,0.205,-0.39
156,0.195,-0.39
157,0.185,-0.36
158,0.205,-0.385
159,0.205,-0.395
160,0.21,-0.38
161,0.165,-0.37
162,0.155,-0.365
163,0.185,-0.375
164,0.175,-0.38
165,0.19,-0.36
166,0.19,-0.36
167,0.185,-0.38
168,0.19,-0.395
169,0.205,-0.37
170,0.2,-0.32
171,0.215,-0.285
172,0.215,-0.295
173,0.22,-0.265
174,0.225,-0.26
175,0.265,-0.23
176,0.26,-0.2
177,0.27,-0.19
178,0.265,-0.17
179,0.28,-0.19
180,0.295,-0.21
181,0.285,-0.25
182,0.255,-0.25
183,0.255,-0.255
184,0.24,-0.29
185,0.195,-0.335
186,0.185,-0.325
187,0.18,-0.33
188,0.165,-0.345
189,0.18,-0.395
190,0.165,-0.41
191,0.155,-0.435
192,0.14,-0.435
193,0.16,-0.44
194,0.145,-0.435
195,0.12,-0.44
196,0.17,-0.44
197,0.15,-0.46
198,0.15,-0.46
199,0.14,-0.44
200,0.15,-0.44
201,0.15,-0.46
202,0.17,-0.46
203,0.14,-0.42
204,0.115,-0.445
205,0.105,-0.445
206,0.115,-0.45
207,0.1,-0.44
208,0.125,-0.42
209,0.12,-0.43
210,0.145,-0.435
211,0.12,-0.4
212,0.115,-0.41
213,0.13,-0.42
214,0.11,-0.41
215,0.115,-0.335
216,0.1,-0.23
217,0.11,-0.055
218,0.13,0.125
219,0.18,0.445
220,0.185,0.76
221,0.125,0.955
222,0,1.14
223,-0.205,1.33
224,-0.54,1.57
225,-0.8,1.715
226,-1.035,1.695
227,-1.105,1.57
228,-1.1,1.41
229,-1.04,1.235
230,-0.96,1.02
231,-0.91,0.82
232,-0.865,0.67
233,-0.82,0.63
234,-0.765,0.735
235,-0.72,0.95
236,-0.675,1.24
237,-0.63,1.27
238,-0.56,0.875
239,-0.49,0.255
240,-0.455,-0.35
241,-0.38,-0.635
242,-0.325,-0.745
243,-0.25,-0.71
244,-0.19,-0.69
245,-0.1,-0.65
246,-0.005,-0.625
247,0.065,-0.59
248,0.14,-0.56
249,0.2,-0.54
250,0.235,-0.54
251,0.285,-0.54
252,0.29,-0.535
253,0.29,-0.515
254,0.31,-0.505
255,0.3,-0.5
256,0.315,-0.5
257,0.33,-0.51
258,0.325,-0.49
259,0.315,-0.49
260,0.335,-0.485
261,0.34,-0.49
262,0.335,-0.465
263,0.34,-0.47
264,0.35,-0.48
265,0.355,-0.49
266,0.36,-0.5
267,0.36,-0.5
268,0.365,-0.51
269,0.36,-0.515
270,0.37,-0.51
271,0.395,-0.51
272,0.415,-0.525
273,0.45,-0.545
274,0.405,-0.56
275,0.435,-0.55
276,0.45,-0.57
277,0.445,-0.575
278,0.46,-0.6
279,0.455,-0.61
280,0.5,-0.615
281,0.51,-0.625
282,0.515,-0.64
283,0.54,-0.66
284,0.555,-0.655
285,0.565,-0.665
286,0.55,-0.68
287,0.565,-0.66
288,0.595,-0.65
289,0.6,-0.645
290,0.59,-0.62
291,0.55,-0.59
292,0.55,-0.55
293,0.545,-0.53
294,0.525,-0.495
295,0.535,-0.455
296,0.505,-0.415
297,0.485,-0.39
298,0.475,-0.37
299,0.43,-0.33
300,0.42,-0.31
301,0.39,-0.31
302,0.37,-0.305
303,0.345,-0.31
304,0.36,-0.315
305,0.335,-0.325
306,0.315,-0.33
307,0.295,-0.355
308,0.28,-0.335
309,0.265,-0.34
310,0.25,-0.34
311,0.24,-0.365
312,0.235,-0.36
313,0.24,-0.345
314,0.22,-0.35
315,0.215,-0.37
316,0.2,-0.385
317,0.205,-0.385
318,0.205,-0.365
319,0.195,-0.405
320,0.205,-0.38
321,0.195,-0.39
322,0.195,-0.395
323,0.205,-0.385
324,0.24,-0.395
325,0.235,-0.4
326,0.215,-0.39
327,0.185,-0.395
328,0.205,-0.405
329,0.22,-0.42
330,0.22,-0.41
331,0.21,-0.41
332,0.215,-0.43
333,0.215,-0.425
334,0.21,-0.41
335,0.235,-0.42
336,0.24,-0.43
337,0.205,-0.42
338,0.215,-0.4
339,0.195,-0.42
340,0.195,-0.42
341,0.22,-0.405
342,0.24,-0.42
343,0.245,-0.44
344,0.23,-0.45
345,0.23,-0.435
346,0.225,-0.44
347,0.185,-0.42
348,0.21,-0.425
349,0.215,-0.425
350,0.23,-0.44
351,0.2,-0.425
352,0.21,-0.435
353,0.205,-0.42
354,0.22,-0.43
355,0.21,-0.43
356,0.17,-0.4
357,0.195,-0.42
358,0.21,-0.425
359,0.18,-0.44
360,0.185,-0.41
361,0.155,-0.425
362,0.17,-0.43
363,0.185,-0.425
364,0.175,-0.405
365,0.16,-0.405
366,0.175,-0.435
367,0.18,-0.43
368,0.175,-0.42
369,0.165,-0.405
370,0.15,-0.42
371,0.185,-0.42
372,0.17,-0.415
373,0.16,-0.39
374,0.19,-0.39
375,0.18,-0.415
376,0.18,-0.405
377,0.19,-0.405
378,0.195,-0.385
379,0.175,-0.395
380,0.175,-0.405
381,0.16,-0.39
382,0.17,-0.375
383,0.18,-0.38
384,0.185,-0.39
385,0.185,-0.38
386,0.195,-0.38
387,0.19,-0.39
388,0.21,-0.385
389,0.2,-0.38
390,0.175,-0.375
391,0.16,-0.385
392,0.2,-0.37
393,0.18,-0.325
394,0.195,-0.28
395,0.175,-0.265
396,0.22,-0.26
397,0.21,-0.235
398,0.205,-0.2
399,0.235,-0.165
400,0.245,-0.205
401,0.255,-0.2
402,0.27,-0.195
403,0.26,-0.255
404,0.25,-0.265
405,0.245,-0.275
406,0.235,-0.3
407,0.2,-0.315
408,0.19,-0.36
409,0.195,-0.355
410,0.18,-0.325
411,0.13,-0.36
412,0.145,-0.41
413,0.145,-0.455
414,0.15,-0.45
415,0.155,-0.445
416,0.135,-0.455
417,0.165,-0.46
418,0.145,-0.45
419,0.145,-0.43
420,0.165,-0.43
421,0.16,-0.45
422,0.155,-0.425
423,0.115,-0.415
424,0.1,-0.435
425,0.12,-0.445
426,0.11,-0.415
427,0.125,-0.42
428,0.12,-0.45
429,0.135,-0.43
430,0.11,-0.435
431,0.105,-0.415
432,0.125,-0.435
433,0.14,-0.425
434,0.12,-0.41
435,0.13,-0.395
436,0.13,-0.35
437,0.135,-0.265
438,0.15,-0.115
439,0.135,0.07
440,0.16,0.375
441,0.22,0.72
442,0.145,0.985
443,0.035,1.15
444,-0.16,1.365
445,-0.46,1.585
446,-0.755,1.76
447,-1.015,1.75
448,-1.13,1.665
449,-1.105,1.48
450,-1.02,1.26
451,-0.96,1.04
452,-0.905,0.855
453,-0.87,0.715
454,-0.815,0.68
455,-0.735,0.815
456,-0.7,1.1
457,-0.675,1.35
458,-0.605,1.345
459,-0.545,0.905
460,-0.495,0.24
461,-0.455,-0.32
462,-0.375,-0.62
463,-0.325,-0.7
464,-0.26,-0.68
465,-0.18,-0.665
466,-0.1,-0.66
467,-0.01,-0.62
468,0.055,-0.58
469,0.15,-0.565
470,0.2,-0.57
471,0.205,-0.575
472,0.22,-0.555
473,0.25,-0.545
474,0.275,-0.545
475,0.295,-0.535
476,0.28,-0.545
477,0.3,-0.545
478,0.31,-0.53
479,0.305,-0.54
480,0.295,-0.515
481,0.3,-0.505
482,0.32,-0.495
483,0.315,-0.505
484,0.305,-0.485
485,0.3,-0.495
486,0.33,-0.51
487,0.335,-0.485
488,0.33,-0.485
489,0.335,-0.505
490,0.345,-0.505
491,0.335,-0.52
492,0.35,-0.53
493,0.35,-0.525
494,0.375,-0.53
495,0.385,-0.555
496,0.365,-0.565
497,0.365,-0.575
498,0.4,-0.605
499,0.42,-0.625
500,0.415,-0.635
501,0.43,-0.645
502,0.435,-0.66
503,0.445,-0.675
504,0.48,-0.71
505,0.48,-0.705
506,0.485,-0.685
507,0.47,-0.71
508,0.465,-0.71
509,0.505,-0.695
510,0.495,-0.655
511,0.49,-0.63
512,0.475,-0.61
513,0.435,-0.595
514,0.44,-0.53
515,0.415,-0.47
516,0.415,-0.445
517,0.395,-0.405
518,0.38,-0.375
519,0.345,-0.365
520,0.35,-0.345
521,0.31,-0.345
522,0.285,-0.3
523,0.265,-0.31
524,0.25,-0.34
525,0.225,-0.36
526,0.205,-0.35
527,0.2,-0.37
528,0.16,-0.385
529,0.125,-0.38
530,0.145,-0.39
531,0.145,-0.385
532,0.16,-0.385
533,0.13,-0.395
534,0.13,-0.395
535,0.13,-0.39
536,0.12,-0.41
537,0.1,-0.425
538,0.115,-0.42
539,0.13,-0.42
540,0.11,-0.41
541,0.1,-0.43
542,0.095,-0.42
543,0.13,-0.415
544,0.115,-0.445
545,0.11,-0.435
546,0.13,-0.45
547,0.12,-0.44
548,0.125,-0.45
549,0.12,-0.445
550,0.135,-0.445
551,0.125,-0.465
552,0.12,-0.45
553,0.105,-0.455
554,0.135,-0.47
555,0.13,-0.45
556,0.115,-0.45
557,0.12,-0.47
558,0.125,-0.47
559,0.125,-0.455
560,0.12,-0.465
561,0.1,-0.485
562,0.1,-0.49
563,0.1,-0.47
564,0.09,-0.465
565,0.095,-0.47
566,0.105,-0.475
567,0.095,-0.46
568,0.095,-0.445
569,0.08,-0.465
570,0.08,-0.47
571,0.08,-0.475
572,0.085,-0.45
573,0.075,-0.48
574,0.075,-0.465
575,0.1,-0.455
576,0.085,-0.435
577,0.09,-0.435
578,0.095,-0.455
579,0.115,-0.43
580,0.09,-0.44
581,0.09,-0.425
582,0.09,-0.42
583,0.095,-0.44
584,0.105,-0.44
585,0.09,-0.44
586,0.075,-0.445
587,0.11,-0.43
588,0.095,-0.4
589,0.09,-0.43
590,0.085,-0.415
591,0.065,-0.41
592,0.075,-0.405
593,0.065,-0.39
594,0.075,-0.42
595,0.095,-0.43
596,0.065,-0.42
597,0.065,-0.39
598,0.065,-0.4
599,0.06,-0.42
600,0.07,-0.405
601,0.085,-0.405
602,0.085,-0.405
603,0.1,-0.405
604,0.095,-0.42
605,0.1,-0.39
606,0.1,-0.385
607,0.11,-0.39
608,0.1,-0.36
609,0.075,-0.33
610,0.11,-0.31
611,0.1,-0.295
612,0.155,-0.24
613,0.145,-0.225
614,0.14,-0.19
615,0.14,-0.21
616,0.165,-0.18
617,0.18,-0.195
618,0.175,-0.24
619,0.165,-0.26
620,0.18,-0.285
621,0.125,-0.295
622,0.13,-0.32
623,0.115,-0.34
624,0.13,-0.37
625,0.1,-0.38
626,0.065,-0.375
627,0.03,-0.405
628,0.05,-0.44
629,0.065,-0.445
630,0.06,-0.465
631,0.07,-0.46
632,0.065,-0.445
633,0.065,-0.465
634,0.055,-0.44
635,0.075,-0.445
636,0.085,-0.46
637,0.08,-0.45
638,0.08,-0.46
639,0.075,-0.445
640,0.095,-0.45
641,0.085,-0.445
642,0.075,-0.455
643,0.075,-0.445
644,0.08,-0.44
645,0.085,-0.445
646,0.065,-0.43
647,0.07,-0.435
648,0.075,-0.44
649,0.065,-0.41
650,0.065,-0.39
651,0.08,-0.37
652,0.085,-0.28
653,0.07,-0.15
654,0.065,0.03
655,0.115,0.37
656,0.165,0.77
657,0.11,1.07
658,-0.01,1.34
659,-0.2,1.63
660,-0.485,1.905
661,-0.81,2.075
662,-1.02,2.065
663,-1.165,1.975
664,-1.115,1.82
665,-1.04,1.62
666,-0.97,1.44
667,-0.93,1.29
668,-0.865,1.165
669,-0.805,1.13
670,-0.765,1.28
671,-0.72,1.59
672,-0.695,1.855
673,-0.65,1.835
674,-0.575,1.34
675,-0.51,0.66
676,-0.475,0.045
677,-0.37,-0.315
678,-0.305,-0.505
679,-0.24,-0.575
680,-0.15,-0.66
681,-0.075,-0.68
682,0.01,-0.655
683,0.045,-0.63
684,0.145,-0.615
685,0.21,-0.635
686,0.225,-0.63
687,0.225,-0.625
688,0.245,-0.62
689,0.28,-0.64
690,0.275,-0.61
691,0.28,-0.59
692,0.295,-0.6
693,0.31,-0.595
694,0.31,-0.595
695,0.29,-0.555
696,0.315,-0.57
697,0.285,-0.565
698,0.285,-0.575
699,0.305,-0.555
700,0.315,-0.55
701,0.295,-0.55
702,0.315,-0.56
703,0.335,-0.55
704,0.325,-0.54
705,0.335,-0.56
706,0.37,-0.555
707,0.37,-0.56
708,0.365,-0.56
709,0.4,-0.58
710,0.38,-0.61
711,0.395,-0.64
712,0.39,-0.64
713,0.41,-0.645
714,0.415,-0.68
715,0.435,-0.69
716,0.43,-0.705
717,0.445,-0.72
718,0.455,-0.73
719,0.46,-0.775
720,0.46,-0.765
721,0.49,-0.77
722,0.51,-0.79
723,0.48,-0.77
724,0.465,-0.745
725,0.47,-0.71
726,0.475,-0.69
727,0.44,-0.65
728,0.43,-0.625
729,0.425,-0.6
730,0.42,-0.56
731,0.42,-0.5
732,0.395,-0.475
733,0.37,-0.45
734,0.36,-0.395
735,0.34,-0.415
736,0.31,-0.39
737,0.28,-0.38
738,0.295,-0.365
739,0.265,-0.385
740,0.225,-0.4
741,0.235,-0.38
742,0.2,-0.38
743,0.195,-0.41
744,0.17,-0.395
745,0.18,-0.39
746,0.175,-0.39
747,0.17,-0.43
748,0.155,-0.44
749,0.135,-0.44
750,0.12,-0.44
751,0.12,-0.42
752,0.115,-0.435
753,0.115,-0.435
754,0.125,-0.435
755,0.13,-0.44
756,0.11,-0.445
757,0.13,-0.45
758,0.14,-0.465
759,0.125,-0.46
760,0.12,-0.465
761,0.115,-0.47
762,0.11,-0.465
763,0.105,-0.46
764,0.105,-0.465
765,0.13,-0.495
766,0.13,-0.495
767,0.13,-0.48
768,0.11,-0.485
769,0.1,-0.495
770,0.11,-0.485
771,0.13,-0.485
772,0.115,-0.505
773,0.12,-0.5
774,0.13,-0.505
775,0.1,-0.505
776,0.125,-0.53
777,0.105,-0.51
778,0.105,-0.52
779,0.095,-0.5
780,0.105,-0.5
781,0.095,-0.515
782,0.105,-0.505
783,0.12,-0.5
784,0.105,-0.515
785,0.11,-0.51
786,0.085,-0.51
787,0.105,-0.52
788,0.08,-0.52
789,0.105,-0.5
790,0.075,-0.5
791,0.1,-0.49
792,0.095,-0.49
793,0.075,-0.495
794,0.075,-0.495
795,0.075,-0.475
796,0.07,-0.48
797,0.075,-0.495
798,0.075,-0.485
799,0.055,-0.465
800,0.08,-0.475
801,0.08,-0.495
802,0.075,-0.48
803,0.08,-0.475
804,0.065,-0.475
805,0.085,-0.48
806,0.075,-0.46
807,0.055,-0.465
808,0.06,-0.47
809,0.06,-0.465
810,0.08,-0.465
811,0.055,-0.455
812,0.065,-0.465
813,0.055,-0.465
814,0.065,-0.465
815,0.08,-0.445
816,0.08,-0.45
817,0.08,-0.445
818,0.065,-0.43
819,0.075,-0.39
820,0.075,-0.335
821,0.085,-0.35
822,0.1,-0.33
823,0.09,-0.285
824,0.1,-0.265
825,0.12,-0.235
826,0.145,-0.26
827,0.16,-0.255
828,0.185,-0.245
829,0.165,-0.3
830,0.15,-0.335
831,0.17,-0.355
832,0.14,-0.33
833,0.135,-0.36
834,0.125,-0.385
835,0.13,-0.385
836,0.105,-0.395
837,0.095,-0.41
838,0.07,-0.45
839,0.09,-0.49
840,0.08,-0.49
841,0.09,-0.49
842,0.075,-0.5
843,0.06,-0.5
844,0.085,-0.495
845,0.065,-0.495
846,0.07,-0.485
847,0.075,-0.5
848,0.085,-0.485
849,0.085,-0.47
850,0.06,-0.485
851,0.085,-0.505
852,0.1,-0.48
853,0.08,-0.48
854,0.08,-0.475
855,0.075,-0.49
856,0.085,-0.48
857,0.075,-0.48
858,0.075,-0.47
859,0.105,-0.49
860,0.1,-0.48
861,0.085,-0.455
862,0.085,-0.42
863,0.1,-0.365
864,0.1,-0.24
865,0.105,-0.075
866,0.095,0.2
867,0.15,0.525
868,0.115,0.83
869,0.025,1.04
870,-0.135,1.3
871,-0.42,1.59
872,-0.695,1.8
873,-0.965,1.795
874,-1.085,1.76
875,-1.095,1.65
876,-1.015,1.48
877,-0.945,1.295
878,-0.905,1.14
879,-0.87,1
880,-0.785,0.915
881,-0.72,0.97
882,-0.705,1.21
883,-0.675,1.5
884,-0.625,1.6
885,-0.565,1.265
886,-0.515,0.63
887,-0.465,-0.015
888,-0.4,-0.425
889,-0.35,-0.615
890,-0.26,-0.675
891,-0.205,-0.66
892,-0.12,-0.685
893,-0.035,-0.68
894,0.04,-0.645
895,0.12,-0.605
896,0.19,-0.595
897,0.24,-0.625
898,0.235,-0.615
899,0.29,-0.615
900,0.295,-0.595
901,0.305,-0.575
902,0.29,-0.585
903,0.33,-0.59
904,0.32,-0.57
905,0.35,-0.565
906,0.33,-0.58
907,0.33,-0.565
908,0.33,-0.565
909,0.36,-0.555
910,0.33,-0.565
911,0.335,-0.545
912,0.345,-0.53
913,0.335,-0.53
914,0.345,-0.555
915,0.345,-0.525
916,0.35,-0.54
917,0.37,-0.555
918,0.375,-0.555
919,0.375,-0.57
920,0.385,-0.595
921,0.42,-0.595
922,0.435,-0.615
923,0.46,-0.64
924,0.44,-0.63
925,0.46,-0.655
926,0.49,-0.665
927,0.48,-0.71
928,0.485,-0.695
929,0.515,-0.71
930,0.52,-0.745
931,0.535,-0.75
932,0.54,-0.765
933,0.565,-0.735
934,0.555,-0.755
935,0.555,-0.745
936,0.555,-0.73
937,0.56,-0.69
938,0.55,-0.68
939,0.515,-0.65
940,0.51,-0.59
941,0.485,-0.54
942,0.49,-0.505
943,0.46,-0.485
944,0.43,-0.46
945,0.425,-0.41
946,0.4,-0.4
947,0.385,-0.395
948,0.375,-0.395
949,0.345,-0.385
950,0.33,-0.395
951,0.28,-0.395
952,0.255,-0.4
953,0.23,-0.4
954,0.25,-0.4
955,0.21,-0.405
956,0.21,-0.43
957,0.195,-0.425
958,0.175,-0.43
959,0.17,-0.44
960,0.155,-0.43
961,0.16,-0.445
962,0.16,-0.455
963,0.165,-0.44
964,0.155,-0.435
965,0.15,-0.46
966,0.155,-0.45
967,0.18,-0.475
968,0.18,-0.465
969,0.195,-0.5
970,0.19,-0.49
971,0.155,-0.475
972,0.175,-0.485
973,0.17,-0.505
974,0.165,-0.49
975,0.165,-0.48
976,0.19,-0.49
977,0.16,-0.535
978,0.165,-0.505
979,0.17,-0.5
980,0.18,-0.51
981,0.145,-0.54
982,0.155,-0.53
983,0.16,-0.515
984,0.155,-0.525
985,0.175,-0.535
986,0.16,-0.52
987,0.175,-0.53
988,0.14,-0.545
989,0.155,-0.54
990,0.135,-0.52
991,0.16,-0.54
992,0.15,-0.535
993,0.15,-0.525
994,0.165,-0.535
995,0.155,-0.53
996,0.155,-0.54
997,0.15,-0.52
998,0.15,-0.525
999,0.155,-0.52
1000,0.16,-0.52
1001,0.14,-0.505
1002,0.165,-0.52
1003,0.145,-0.53
1004,0.14,-0.52
1005,0.13,-0.53
1006,0.13,-0.51
1007,0.155,-0.5
1008,0.16,-0.495
1009,0.145,-0.52
1010,0.15,-0.505
1011,0.15,-0.515
1012,0.155,-0.52
1013,0.14,-0.505
1014,0.135,-0.5
1015,0.135,-0.505
1016,0.15,-0.505
1017,0.15,-0.51
1018,0.155,-0.495
1019,0.125,-0.505
1020,0.165,-0.51
1021,0.175,-0.505
1022,0.14,-0.49
1023,0.14,-0.495
1024,0.175,-0.495
1025,0.155,-0.495
1026,0.16,-0.485
1027,0.14,-0.48
1028,0.14,-0.465
1029,0.155,-0.41
1030,0.15,-0.36
1031,0.15,-0.37
1032,0.18,-0.355
1033,0.22,-0.315
1034,0.23,-0.295
1035,0.21,-0.265
1036,0.25,-0.29
1037,0.25,-0.27
1038,0.265,-0.315
1039,0.23,-0.345
1040,0.23,-0.375
1041,0.23,-0.37
1042,0.215,-0.42
1043,0.205,-0.425
1044,0.185,-0.42
1045,0.205,-0.44
1046,0.16,-0.455
1047,0.145,-0.485
1048,0.125,-0.525
1049,0.13,-0.545
1050,0.14,-0.565
1051,0.13,-0.545
1052,0.12,-0.55
1053,0.125,-0.55
1054,0.14,-0.55
1055,0.115,-0.525
1056,0.13,-0.55
1057,0.14,-0.565
1058,0.135,-0.565
1059,0.11,-0.545
1060,0.115,-0.545
1061,0.145,-0.555
1062,0.125,-0.56
1063,0.13,-0.53
1064,0.12,-0.525
1065,0.125,-0.53
1066,0.12,-0.53
1067,0.115,-0.525
1068,0.13,-0.52
1069,0.1,-0.5
1070,0.135,-0.495
1071,0.135,-0.465
1072,0.12,-0.39
1073,0.13,-0.27
1074,0.14,-0.135
1075,0.135,0.12
1076,0.17,0.425
1077,0.19,0.715
1078,0.11,0.91
1079,-0.08,1.17
1080,-0.315,1.445
1081,-0.65,1.695
1082,-0.875,1.795
1083,-1.075,1.775
1084,-1.11,1.7
1085,-1.065,1.54
1086,-0.975,1.34
1087,-0.895,1.17
1088,-0.865,0.965
1089,-0.8,0.835
1090,-0.74,0.805
1091,-0.675,0.94
1092,-0.635,1.19
1093,-0.6,1.385
1094,-0.56,1.25
1095,-0.495,0.725
1096,-0.43,0.07
1097,-0.39,-0.405
1098,-0.34,-0.675
1099,-0.24,-0.76
1100,-0.18,-0.745
1101,-0.125,-0.695
1102,-0.015,-0.695
1103,0.07,-0.68
1104,0.165,-0.66
1105,0.21,-0.615
1106,0.27,-0.615
1107,0.29,-0.615
1108,0.315,-0.62
1109,0.33,-0.59
1110,0.325,-0.575
1111,0.34,-0.59
1112,0.34,-0.59
1113,0.35,-0.57
1114,0.35,-0.555
1115,0.355,-0.555
1116,0.355,-0.56
1117,0.36,-0.56
1118,0.375,-0.54
1119,0.395,-0.555
1120,0.375,-0.555
1121,0.385,-0.55
1122,0.38,-0.535
1123,0.4,-0.55
1124,0.425,-0.56
1125,0.42,-0.555
1126,0.415,-0.555
1127,0.41,-0.56
1128,0.415,-0.585
1129,0.445,-0.585
1130,0.465,-0.575
1131,0.495,-0.585
1132,0.52,-0.625
1133,0.525,-0.63
1134,0.52,-0.65
1135,0.545,-0.64
1136,0.595,-0.665
1137,0.58,-0.7
1138,0.565,-0.705
1139,0.58,-0.72
1140,0.605,-0.735
1141,0.615,-0.77
1142,0.62,-0.77
1143,0.6,-0.76
1144,0.605,-0.745
1145,0.63,-0.745
1146,0.615,-0.715
1147,0.62,-0.715
1148,0.6,-0.67
1149,0.61,-0.655
1150,0.55,-0.59
1151,0.535,-0.555
1152,0.535,-0.52
1153,0.5,-0.475
1154,0.49,-0.465
1155,0.465,-0.44
1156,0.46,-0.42
1157,0.45,-0.38
1158,0.37,-0.4
1159,0.365,-0.4
1160,0.36,-0.375
1161,0.33,-0.405
1162,0.315,-0.405
1163,0.295,-0.4
1164,0.275,-0.41
1165,0.275,-0.405
1166,0.235,-0.41
1167,0.21,-0.425
1168,0.205,-0.425
1169,0.205,-0.425
1170,0.21,-0.445
1171,0.195,-0.46
1172,0.2,-0.45
1173,0.195,-0.47
1174,0.2,-0.45
1175,0.2,-0.47
1176,0.195,-0.47
1177,0.225,-0.455
1178,0.215,-0.475
1179,0.215,-0.475
1180,0.21,-0.485
1181,0.195,-0.48
1182,0.195,-0.48
1183,0.185,-0.5
1184,0.185,-0.5
1185,0.21,-0.5
1186,0.22,-0.52
1187,0.205,-0.505
1188,0.205,-0.515
1189,0.22,-0.52
1190,0.225,-0.51
1191,0.215,-0.52
1192,0.2,-0.53
1193,0.205,-0.535
1194,0.22,-0.525
1195,0.215,-0.535
1196,0.2,-0.545
1197,0.185,-0.525
1198,0.205,-0.545
1199,0.215,-0.51
1200,0.2,-0.54
1201,0.19,-0.545
1202,0.19,-0.52
1203,0.155,-0.53
1204,0.17,-0.52
1205,0.165,-0.53
1206,0.17,-0.535
1207,0.165,-0.52
1208,0.16,-0.535
1209,0.175,-0.545
1210,0.18,-0.53
1211,0.165,-0.525
1212,0.14,-0.54
1213,0.145,-0.535
1214,0.155,-0.53
1215,0.16,-0.53
1216,0.18,-0.535
1217,0.185,-0.52
1218,0.18,-0.515
1219,0.195,-0.53
1220,0.15,-0.505
1221,0.14,-0.51
1222,0.18,-0.52
1223,0.165,-0.485
1224,0.175,-0.515
1225,0.165,-0.5
1226,0.155,-0.53
1227,0.165,-0.52
1228,0.16,-0.495
1229,0.155,-0.505
1230,0.17,-0.52
1231,0.185,-0.495
1232,0.17,-0.5
1233,0.14,-0.49
1234,0.16,-0.49
1235,0.16,-0.495
1236,0.175,-0.495
1237,0.185,-0.505
1238,0.15,-0.485
1239,0.165,-0.45
1240,0.16,-0.4
1241,0.16,-0.375
1242,0.155,-0.37
1243,0.18,-0.37
1244,0.175,-0.32
1245,0.18,-0.285
