Order,ECG1,ECG2
252,0.17,-0.64
253,0.175,-0.69
254,0.185,-0.78
255,0.16,-0.86
256,0.15,-0.82
257,0.16,-0.755
258,0.16,-0.71
259,0.15,-0.725
260,0.12,-0.775
261,0.13,-0.81
262,0.145,-0.795
263,0.125,-0.755
264,0.15,-0.695
265,0.13,-0.655
266,0.1,-0.64
267,0.11,-0.66
268,0.095,-0.75
269,0.105,-0.805
270,0.105,-0.775
271,0.095,-0.76
272,0.08,-0.67
273,0.095,-0.6
274,0.095,-0.645
275,0.105,-0.685
276,0.075,-0.7
277,0.07,-0.695
278,0.08,-0.69
279,0.095,-0.67
280,0.065,-0.69
281,0.08,-0.79
282,0.09,-0.785
283,0.07,-0.67
284,0.085,-0.655
285,0.095,-0.68
286,0.095,-0.67
287,0.105,-0.71
288,0.065,-0.72
289,0.085,-0.655
290,0.1,-0.65
291,0.11,-0.72
292,0.075,-0.71
293,0.095,-0.625
294,0.095,-0.6
295,0.1,-0.7
296,0.08,-0.73
297,0.08,-0.715
298,0.07,-0.71
299,0.08,-0.66
300,0.095,-0.625
301,0.09,-0.56
302,0.115,-0.585
303,0.12,-0.67
304,0.09,-0.685
305,0.1,-0.635
306,0.08,-0.565
307,0.085,-0.57
308,0.085,-0.64
309,0.085,-0.68
310,0.1,-0.63
311,0.11,-0.625
312,0.12,-0.595
313,0.105,-0.595
314,0.11,-0.68
315,0.11,-0.705
316,0.1,-0.695
317,0.105,-0.65
318,0.105,-0.64
319,0.095,-0.6
320,0.09,-0.515
321,0.12,-0.445
322,0.115,-0.57
323,0.095,-0.705
324,0.105,-0.75
325,0.09,-0.765
326,0.075,-0.725
327,0.065,-0.66
328,0.06,-0.55
329,0.05,-0.5
330,0.065,-0.56
331,0.08,-0.625
332,0.075,-0.64
333,0.08,-0.625
334,0.08,-0.58
335,0.09,-0.515
336,0.085,-0.525
337,0.085,-0.5
338,0.11,-0.41
339,0.085,-0.29
340,0.11,-0.205
341,0.07,-0.335
342,0.11,-0.565
343,0.1,-0.62
344,0.105,-0.575
345,0.11,-0.475
346,0.105,-0.395
347,0.105,-0.345
348,0.115,-0.3
349,0.125,-0.265
350,0.11,-0.15
351,0.1,-0.11
352,0.115,-0.175
353,0.11,-0.2
354,0.11,-0.16
355,0.14,-0.09
356,0.145,-0.045
357,0.145,-0.02
358,0.14,-0.05
359,0.195,-0.055
360,0.225,-0.025
361,0.235,0.04
362,0.245,0.11
363,0.315,0.105
364,0.34,0.045
365,0.365,0.01
366,0.35,0.015
367,0.335,-0.01
368,0.275,0
369,0.24,0.02
370,0.215,-0.005
371,0.23,0.005
372,0.205,0.005
373,0.165,0.01
374,0.115,0
375,0.095,-0.03
376,0.1,-0.1
377,0.11,-0.15
378,0.105,-0.185
379,0.085,-0.175
380,0.085,-0.175
381,0.09,-0.135
382,0.09,-0.07
383,0.085,-0.01
384,0.075,-0.06
385,0.07,-0.11
386,0.085,-0.055
387,0.08,-0.08
388,0.065,-0.09
389,0.055,-0.135
390,0.065,-0.15
391,0.075,-0.175
392,0.095,-0.195
393,0.115,-0.185
394,0.09,-0.08
395,0.105,0.005
396,0.08,0.025
397,0.085,-0.06
398,0.085,-0.01
399,0.125,0.185
400,0.14,0.47
401,0.23,0.88
402,0.185,1.14
403,-0.02,1.31
404,-0.36,1.5
405,-0.935,1.65
406,-1.7,1.66
407,-2.31,1.665
408,-2.76,1.64
409,-2.92,1.635
410,-2.93,1.65
411,-2.845,1.6
412,-2.7,1.51
413,-2.535,1.43
414,-2.385,1.34
415,-2.18,1.255
416,-1.965,1.23
417,-1.825,1.235
418,-1.675,1.34
419,-1.51,1.435
420,-1.34,1.29
421,-1.205,0.94
422,-1.04,0.455
423,-0.92,0.095
424,-0.78,0.085
425,-0.635,0.175
426,-0.49,-0.1
427,-0.375,-0.45
428,-0.235,-0.475
429,-0.065,-0.29
430,0.105,-0.29
431,0.285,-0.38
432,0.42,-0.385
433,0.555,-0.28
434,0.61,-0.23
435,0.66,-0.24
436,0.665,-0.245
437,0.685,-0.255
438,0.72,-0.22
439,0.75,-0.18
440,0.76,-0.185
441,0.78,-0.195
442,0.8,-0.19
443,0.83,-0.18
444,0.85,-0.18
445,0.83,-0.15
446,0.86,-0.165
447,0.88,-0.17
448,0.905,-0.185
449,0.905,-0.2
450,0.955,-0.175
451,0.985,-0.15
452,0.985,-0.08
453,1.005,-0.04
454,1.03,-0.08
455,1.065,-0.125
456,1.12,-0.075
457,1.14,-0.03
458,1.155,-0.09
459,1.165,-0.14
460,1.19,-0.065
461,1.24,0.025
462,1.275,-0.01
463,1.32,-0.07
464,1.315,-0.11
465,1.315,-0.15
466,1.345,-0.13
467,1.345,-0.06
468,1.335,-0.045
469,1.34,-0.055
470,1.3,-0.065
471,1.27,-0.045
472,1.23,-0.055
473,1.21,-0.01
474,1.165,0.02
475,1.135,0.07
476,1.065,0.08
477,1.015,0.12
478,0.96,0.145
479,0.895,0.205
480,0.86,0.27
481,0.795,0.19
482,0.74,0.145
483,0.685,0.2
484,0.64,0.22
485,0.575,0.3
486,0.55,0.39
487,0.51,0.3
488,0.445,0.08
489,0.415,-0.155
490,0.365,-0.19
491,0.34,-0.05
492,0.325,0.03
493,0.31,0.025
494,0.31,-0.03
495,0.27,-0.065
496,0.25,-0.04
497,0.25,-0.035
498,0.255,0
499,0.225,0.025
500,0.23,0.05
501,0.25,0.065
502,0.25,0.01
503,0.245,-0.045
504,0.235,-0.04
505,0.27,-0.035
506,0.23,-0.02
507,0.24,0.035
508,0.24,0.075
509,0.26,0.04
510,0.25,-0.05
511,0.245,-0.135
512,0.25,-0.075
513,0.245,-0.02
514,0.26,0.025
515,0.27,0.075
516,0.26,0.145
517,0.245,0.055
518,0.26,-0.1
519,0.27,-0.245
520,0.245,-0.325
521,0.23,-0.33
522,0.255,-0.3
523,0.28,-0.245
524,0.27,-0.205
525,0.23,-0.175
526,0.23,-0.2
527,0.21,-0.185
528,0.2,-0.16
529,0.2,-0.16
530,0.185,-0.16
531,0.17,-0.175
532,0.15,-0.155
533,0.16,-0.095
534,0.15,-0.13
535,0.135,-0.12
536,0.155,-0.11
537,0.14,-0.12
538,0.155,-0.095
539,0.12,-0.1
540,0.12,-0.09
541,0.105,-0.09
542,0.095,-0.11
543,0.085,-0.145
544,0.07,-0.095
545,0.055,-0.045
546,0.085,-0.065
547,0.05,-0.07
548,0.035,-0.05
549,0.05,0.01
550,0.06,0.07
551,0.07,0.02
552,0.07,0.01
553,0.025,0.075
554,0.02,0.14
555,0.03,0.015
556,0.05,-0.125
557,0.05,-0.21
558,0.04,-0.16
559,0.025,-0.1
560,0.045,-0.075
561,0.04,-0.08
562,0.025,-0.13
563,0,-0.11
564,0,-0.07
565,-0.005,-0.06
566,0.005,-0.045
567,0.005,-0.01
568,0.02,0.055
569,0.04,0.12
570,0.04,0.27
571,0.065,0.33
572,0.08,0.35
573,0.11,0.34
574,0.14,0.18
575,0.17,-0.02
576,0.22,-0.09
577,0.24,-0.05
578,0.255,0.035
579,0.23,0.115
580,0.2,0.14
581,0.115,0.17
582,0.075,0.14
583,0.02,0.015
584,0.01,-0.06
585,0,0.015
586,-0.07,0.08
587,-0.06,0.04
588,-0.06,-0.09
589,-0.08,-0.135
590,-0.07,-0.14
591,-0.055,-0.1
592,-0.06,-0.055
593,-0.06,-0.05
594,-0.075,-0.11
595,-0.08,-0.21
596,-0.06,-0.2
597,-0.08,-0.16
598,-0.08,-0.12
599,-0.085,-0.08
600,-0.09,-0.055
601,-0.09,-0.07
602,-0.105,-0.075
603,-0.095,-0.065
604,-0.08,0.005
605,-0.08,0.065
606,-0.07,0.08
607,-0.06,0.015
608,-0.095,-0.11
609,-0.095,-0.1
610,-0.095,0.025
611,-0.06,0.235
612,-0.04,0.395
613,0.015,0.625
614,0.08,0.955
615,0.045,1.25
616,-0.17,1.43
617,-0.52,1.5
618,-1.08,1.56
619,-1.84,1.685
620,-2.47,1.805
621,-2.93,1.875
622,-3.165,1.87
623,-3.17,1.82
624,-3.085,1.695
625,-2.905,1.57
626,-2.76,1.485
627,-2.63,1.41
628,-2.455,1.295
629,-2.235,1.225
630,-2.05,1.13
631,-1.9,1
632,-1.74,0.93
633,-1.575,0.815
634,-1.42,0.575
635,-1.28,0.18
636,-1.145,-0.06
637,-0.995,-0.2
638,-0.86,-0.33
639,-0.715,-0.23
640,-0.58,-0.12
641,-0.425,-0.2
642,-0.245,-0.385
643,-0.08,-0.425
644,0.075,-0.355
645,0.185,-0.225
646,0.31,-0.14
647,0.35,-0.07
648,0.415,-0.065
649,0.42,-0.16
650,0.46,-0.23
651,0.505,-0.255
652,0.53,-0.215
653,0.5,-0.18
654,0.49,-0.12
655,0.485,-0.06
656,0.52,-0.05
657,0.535,-0.07
658,0.57,-0.065
659,0.575,-0.055
660,0.585,-0.015
661,0.64,0
662,0.635,0.025
663,0.65,0.055
664,0.695,0.055
665,0.69,0.06
666,0.725,0.05
667,0.735,0.065
668,0.76,0.005
669,0.795,-0.035
670,0.84,-0.005
671,0.845,0.07
672,0.86,0.22
673,0.875,0.295
674,0.94,0.265
675,0.945,0.195
676,1.01,0.12
677,1.05,0.105
678,1.05,0.19
679,1.07,0.25
680,1.055,0.33
681,1.07,0.385
682,1.1,0.435
683,1.085,0.51
684,1.095,0.6
685,1.075,0.515
686,1.065,0.41
687,1.06,0.395
688,1.015,0.44
689,0.97,0.43
690,0.865,0.29
691,0.75,0.095
692,0.59,-0.03
693,0.52,0.04
694,0.435,0.11
695,0.355,0.065
696,0.24,0.01
697,0.18,0.03
698,0.115,0.045
699,0.065,0.025
700,-0.01,-0.055
701,-0.02,-0.1
702,-0.045,-0.13
703,-0.07,-0.145
704,-0.11,-0.125
705,-0.12,-0.145
706,-0.165,-0.14
707,-0.17,-0.1
708,-0.18,-0.115
709,-0.17,-0.09
710,-0.2,-0.08
711,-0.195,-0.07
712,-0.195,-0.1
713,-0.19,-0.11
714,-0.19,-0.155
715,-0.18,-0.135
716,-0.16,-0.125
717,-0.17,-0.155
718,-0.19,-0.16
719,-0.18,-0.16
720,-0.18,-0.155
721,-0.17,-0.12
722,-0.175,-0.125
723,-0.165,-0.045
724,-0.15,-0.02
725,-0.15,-0.22
726,-0.135,-0.385
727,-0.16,-0.285
728,-0.17,-0.01
729,-0.175,0.27
730,-0.13,0.545
731,-0.05,0.81
732,0.005,0.955
733,-0.145,0.97
734,-0.415,0.97
735,-0.925,1.06
736,-1.63,1.205
737,-2.23,1.27
738,-2.7,1.2
739,-2.98,1.15
740,-2.96,1.055
741,-2.85,0.955
742,-2.695,0.895
743,-2.59,0.895
744,-2.44,0.81
745,-2.235,0.76
746,-2.075,0.755
747,-1.915,0.78
748,-1.745,0.71
749,-1.59,0.465
750,-1.465,0.09
751,-1.36,-0.205
752,-1.245,-0.415
753,-1.14,-0.49
754,-0.99,-0.455
755,-0.865,-0.475
756,-0.745,-0.48
757,-0.56,-0.4
758,-0.4,-0.375
759,-0.205,-0.345
760,-0.03,-0.3
761,0.1,-0.29
762,0.17,-0.23
763,0.23,-0.225
764,0.27,-0.22
765,0.285,-0.24
766,0.335,-0.23
767,0.355,-0.185
768,0.36,-0.18
769,0.37,-0.12
770,0.415,-0.09
771,0.42,-0.095
772,0.44,-0.205
773,0.435,-0.22
774,0.46,-0.2
775,0.47,-0.175
776,0.515,-0.14
777,0.51,-0.075
778,0.55,-0.065
779,0.585,-0.09
780,0.59,-0.09
781,0.61,-0.08
782,0.62,-0.115
783,0.645,-0.14
784,0.67,-0.14
785,0.705,-0.095
786,0.715,-0.045
787,0.7,-0.05
788,0.74,-0.065
789,0.725,0
790,0.75,0.065
791,0.77,0.04
792,0.775,-0.19
793,0.785,-0.315
794,0.755,-0.22
795,0.755,-0.155
796,0.73,-0.16
797,0.69,-0.125
798,0.68,-0.06
799,0.625,-0.01
800,0.585,0.025
801,0.54,0.04
802,0.5,0.07
803,0.475,0.095
804,0.415,0.105
805,0.37,0.065
806,0.325,0.02
807,0.27,0.035
808,0.22,0.035
809,0.185,0.06
810,0.15,0.04
811,0.12,0.01
812,0.065,-0.015
813,0.035,0.01
814,-0.005,0
815,0.005,0.01
816,-0.03,0.03
817,-0.05,0.055
818,-0.05,0.04
819,-0.06,-0.015
820,-0.06,-0.08
821,-0.08,-0.085
822,-0.07,-0.075
823,-0.08,-0.08
824,-0.075,-0.15
825,-0.105,-0.12
826,-0.15,-0.055
827,-0.12,-0.01
828,-0.12,-0.05
829,-0.125,-0.095
830,-0.125,-0.125
831,-0.13,-0.09
832,-0.14,-0.07
833,-0.14,-0.09
834,-0.145,-0.065
835,-0.155,-0.045
836,-0.125,-0.05
837,-0.15,-0.04
838,-0.13,-0.025
839,-0.14,0
840,-0.15,-0.025
841,-0.145,-0.05
842,-0.14,-0.035
843,-0.16,0
844,-0.155,0.01
845,-0.145,0.03
846,-0.14,0.035
847,-0.14,0.06
848,-0.13,0.04
849,-0.14,0.085
850,-0.13,0.105
851,-0.12,0.005
852,-0.14,-0.045
853,-0.145,0.05
854,-0.15,0.125
855,-0.125,0.035
856,-0.125,-0.12
857,-0.145,-0.16
858,-0.12,-0.07
859,-0.105,-0.02
860,-0.11,-0.015
861,-0.12,-0.04
862,-0.11,-0.05
863,-0.13,0
864,-0.12,0.005
865,-0.12,0.055
866,-0.12,0.045
867,-0.115,0.08
868,-0.13,0.065
869,-0.12,0.005
870,-0.14,0.02
871,-0.12,0.05
872,-0.13,0.08
873,-0.12,0.065
874,-0.14,-0.03
875,-0.11,-0.03
876,-0.14,0.075
877,-0.16,0.21
878,-0.155,0.27
879,-0.16,0.09
880,-0.155,-0.05
881,-0.16,0.1
882,-0.175,0.17
883,-0.15,-0.05
884,-0.135,-0.29
885,-0.16,-0.235
886,-0.16,-0.1
887,-0.145,0
888,-0.12,-0.025
889,-0.11,-0.075
890,-0.145,-0.04
891,-0.18,0.01
892,-0.145,0.07
893,-0.16,0.1
894,-0.155,0.115
895,-0.145,0.08
896,-0.16,0.11
897,-0.15,0.135
898,-0.15,-0.03
899,-0.16,-0.135
900,-0.165,-0.045
901,-0.16,0.065
902,-0.165,0.075
903,-0.165,0.035
904,-0.135,0
905,-0.145,-0.045
906,-0.14,-0.025
907,-0.14,0.06
908,-0.14,0.09
909,-0.13,0.14
910,-0.13,0.065
911,-0.125,0.03
912,-0.14,0.11
913,-0.135,0.095
914,-0.105,0.115
915,-0.115,0.18
916,-0.05,0.165
917,-0.045,0.075
918,0.005,0.025
919,0.02,0.065
920,0.06,0.18
921,0.11,0.265
922,0.105,0.26
923,0.11,0.135
924,0.11,0.08
925,0.08,0.15
926,0.02,0.14
927,-0.03,0.04
928,-0.06,0.01
929,-0.08,0.035
930,-0.105,0
931,-0.135,-0.04
932,-0.15,-0.065
933,-0.165,-0.02
934,-0.175,0
935,-0.145,0.01
936,-0.155,0.07
937,-0.18,-0.055
938,-0.16,-0.21
939,-0.145,-0.24
940,-0.145,-0.18
941,-0.15,-0.085
942,-0.15,0.065
943,-0.145,0.03
944,-0.165,-0.055
945,-0.15,-0.105
946,-0.16,-0.13
947,-0.165,-0.13
948,-0.17,0.015
949,-0.13,0.045
950,-0.14,0.005
951,-0.145,-0.11
952,-0.135,-0.185
953,-0.145,-0.095
954,-0.13,-0.03
955,-0.125,0.12
956,-0.075,0.325
957,-0.01,0.645
958,0.045,0.955
959,-0.065,1.185
960,-0.32,1.295
961,-0.805,1.36
962,-1.585,1.47
963,-2.355,1.645
964,-2.895,1.855
965,-3.155,1.83
966,-3.19,1.62
967,-3.11,1.465
968,-2.94,1.42
969,-2.785,1.345
970,-2.655,1.275
971,-2.495,1.155
972,-2.265,1.11
973,-2.105,1.17
974,-1.965,1.245
975,-1.8,1.285
976,-1.63,1.065
977,-1.455,0.65
978,-1.31,0.195
979,-1.175,-0.115
980,-1.04,-0.33
981,-0.88,-0.455
982,-0.755,-0.46
983,-0.58,-0.38
984,-0.445,-0.325
985,-0.235,-0.29
986,-0.04,-0.245
987,0.13,-0.135
988,0.24,-0.085
989,0.34,-0.23
990,0.395,-0.35
991,0.435,-0.36
992,0.455,-0.305
993,0.495,-0.3
994,0.52,-0.32
995,0.515,-0.25
996,0.555,-0.215
997,0.585,-0.24
998,0.6,-0.32
999,0.61,-0.43
1000,0.62,-0.48
1001,0.675,-0.44
1002,0.66,-0.36
1003,0.695,-0.295
1004,0.725,-0.255
1005,0.745,-0.18
1006,0.77,-0.125
1007,0.795,-0.11
1008,0.83,-0.18
1009,0.885,-0.26
1010,0.9,-0.305
1011,0.925,-0.27
1012,0.965,-0.225
1013,1.005,-0.165
1014,1.035,-0.105
1015,1.06,-0.09
1016,1.105,-0.055
1017,1.16,-0.05
1018,1.2,-0.035
1019,1.22,-0.015
1020,1.22,-0.005
1021,1.26,0.025
1022,1.265,0.085
1023,1.31,0.105
1024,1.29,0.15
1025,1.305,0.215
1026,1.3,0.3
1027,1.28,0.34
1028,1.28,0.29
1029,1.275,0.1
1030,1.18,-0.08
1031,1.08,-0.145
1032,0.945,-0.14
1033,0.835,-0.045
1034,0.75,0.045
1035,0.655,0.095
1036,0.565,0.12
1037,0.51,0.145
1038,0.43,0.05
1039,0.345,-0.1
1040,0.27,-0.16
1041,0.22,-0.16
1042,0.175,-0.16
1043,0.17,-0.14
1044,0.125,-0.13
1045,0.11,-0.02
1046,0.065,-0.03
1047,0.065,-0.135
1048,0.045,-0.21
1049,0.055,-0.21
1050,0.055,-0.155
1051,0.06,-0.17
1052,0.055,-0.225
1053,0.045,-0.175
1054,0.04,-0.115
1055,0.035,-0.14
1056,0.015,-0.18
1057,0.035,-0.22
1058,0.035,-0.165
1059,0.03,-0.055
1060,0.035,-0.1
1061,0.05,-0.205
1062,0.065,-0.32
1063,0.045,-0.425
1064,0.04,-0.41
1065,0.055,-0.345
1066,0.06,-0.265
1067,0.055,-0.175
1068,0.035,-0.045
1069,0.07,0.175
1070,0.12,0.3
1071,0.275,0.515
1072,0.35,0.765
1073,0.245,0.78
1074,-0.195,0.72
1075,-1.01,0.825
1076,-1.88,0.965
1077,-2.495,1.085
1078,-2.87,1.175
1079,-3.035,1.375
1080,-3.005,1.395
1081,-2.835,1.09
1082,-2.675,0.94
1083,-2.555,1.01
1084,-2.345,1.005
1085,-2.125,0.89
1086,-1.965,0.875
1087,-1.765,0.935
1088,-1.6,0.78
1089,-1.425,0.415
1090,-1.235,0.15
1091,-1.095,-0.055
1092,-0.945,-0.255
1093,-0.765,-0.4
1094,-0.555,-0.445
1095,-0.36,-0.43
1096,-0.17,-0.235
1097,0.015,-0.15
1098,0.17,-0.31
1099,0.305,-0.46
1100,0.395,-0.455
1101,0.425,-0.32
1102,0.46,-0.205
1103,0.505,-0.28
1104,0.525,-0.4
1105,0.55,-0.455
1106,0.53,-0.425
1107,0.56,-0.375
1108,0.585,-0.27
1109,0.61,-0.21
1110,0.59,-0.13
1111,0.62,-0.085
1112,0.645,-0.15
1113,0.66,-0.32
1114,0.69,-0.345
1115,0.705,-0.275
1116,0.74,-0.235
1117,0.755,-0.225
1118,0.77,-0.21
1119,0.8,-0.2
1120,0.82,-0.22
1121,0.82,-0.22
1122,0.845,-0.235
1123,0.87,-0.235
1124,0.88,-0.24
1125,0.89,-0.235
1126,0.93,-0.19
1127,0.94,-0.14
1128,0.935,-0.215
1129,0.93,-0.405
1130,0.96,-0.475
1131,0.95,-0.335
1132,0.935,-0.225
1133,0.915,-0.185
1134,0.87,-0.16
1135,0.87,-0.045
1136,0.81,0.055
1137,0.795,-0.035
1138,0.755,-0.27
1139,0.68,-0.405
1140,0.62,-0.33
1141,0.59,-0.22
1142,0.525,-0.17
1143,0.46,-0.15
1144,0.42,-0.13
1145,0.38,-0.085
1146,0.33,-0.115
1147,0.275,-0.11
1148,0.255,-0.1
1149,0.24,-0.09
1150,0.215,-0.15
1151,0.17,-0.135
1152,0.13,-0.13
1153,0.135,-0.125
1154,0.09,-0.125
1155,0.08,-0.11
1156,0.085,-0.16
1157,0.08,-0.21
1158,0.06,-0.2
1159,0.085,-0.175
1160,0.085,-0.135
1161,0.065,-0.12
1162,0.07,-0.11
1163,0.045,-0.135
1164,0.065,-0.165
1165,0.065,-0.14
1166,0.055,-0.145
1167,0.02,-0.21
1168,0.035,-0.215
1169,0.035,-0.245
1170,0.05,-0.235
1171,0.02,-0.155
1172,0.02,-0.1
1173,0.015,-0.085
1174,0.02,-0.08
1175,0.04,-0.15
1176,0.035,-0.185
1177,0,-0.1
1178,0,0.035
1179,-0.005,0.015
1180,-0.015,-0.18
1181,0.01,-0.295
1182,0,-0.265
1183,-0.02,-0.18
1184,-0.015,-0.095
1185,-0.03,-0.085
1186,-0.055,-0.135
1187,-0.04,-0.09
1188,-0.05,-0.13
1189,-0.05,-0.245
1190,-0.06,-0.29
1191,-0.07,-0.245
1192,-0.055,-0.19
1193,-0.065,-0.14
1194,-0.055,-0.14
1195,-0.08,-0.145
1196,-0.08,-0.14
1197,-0.075,-0.08
1198,-0.085,-0.03
1199,-0.065,-0.085
1200,-0.05,-0.17
1201,-0.06,-0.165
1202,-0.11,-0.07
1203,-0.11,0.015
1204,-0.125,0.075
1205,-0.115,0.14
1206,-0.1,0.05
1207,-0.1,-0.255
1208,-0.09,-0.41
1209,-0.095,-0.39
1210,-0.11,-0.29
1211,-0.12,-0.195
1212,-0.11,-0.19
1213,-0.1,-0.17
1214,-0.11,-0.21
1215,-0.12,-0.245
1216,-0.1,-0.26
1217,-0.105,-0.255
1218,-0.085,-0.23
1219,-0.125,-0.19
1220,-0.135,-0.17
1221,-0.13,-0.155
1222,-0.115,-0.145
1223,-0.16,-0.135
1224,-0.16,-0.13
1225,-0.14,-0.155
1226,-0.175,-0.24
1227,-0.145,-0.25
1228,-0.165,-0.2
1229,-0.155,-0.135
1230,-0.185,-0.095
1231,-0.195,-0.025
1232,-0.19,0.015
1233,-0.19,0.02
1234,-0.225,-0.145
1235,-0.21,-0.325
1236,-0.215,-0.345
1237,-0.2,-0.32
1238,-0.195,-0.3
1239,-0.21,-0.315
1240,-0.21,-0.285
1241,-0.19,-0.22
