Order,ECG1,ECG2
253,0.925,0.12
254,0.955,0.1
255,0.96,0.12
256,1.005,0.115
257,1.045,0.115
258,1.08,0.1
259,1.1,0.11
260,1.12,0.135
261,1.14,0.14
262,1.14,0.135
263,1.165,0.145
264,1.13,0.175
265,1.14,0.22
266,1.1,0.26
267,1.1,0.255
268,1.035,0.28
269,1.015,0.34
270,0.935,0.33
271,0.9,0.35
272,0.845,0.355
273,0.8,0.38
274,0.715,0.375
275,0.67,0.37
276,0.635,0.34
277,0.62,0.335
278,0.54,0.3
279,0.485,0.295
280,0.45,0.295
281,0.39,0.27
282,0.375,0.265
283,0.34,0.245
284,0.335,0.245
285,0.335,0.255
286,0.31,0.205
287,0.28,0.205
288,0.27,0.175
289,0.285,0.19
290,0.275,0.17
291,0.27,0.21
292,0.26,0.225
293,0.27,0.235
294,0.285,0.255
295,0.295,0.235
296,0.315,0.245
297,0.355,0.245
298,0.35,0.23
299,0.355,0.21
300,0.345,0.225
301,0.29,0.205
302,0.26,0.2
303,0.22,0.19
304,0.21,0.175
305,0.205,0.16
306,0.18,0.16
307,0.17,0.145
308,0.21,0.125
309,0.19,0.14
310,0.2,0.135
311,0.195,0.105
312,0.21,0.1
313,0.2,0.11
314,0.205,0.08
315,0.21,0.075
316,0.2,0.065
317,0.19,0.04
318,0.175,0.025
319,0.17,0.025
320,0.145,0
321,0.185,-0.06
322,0.155,-0.115
323,0.135,-0.16
324,0.14,-0.16
325,0.14,-0.175
326,0.125,-0.165
327,0.12,-0.125
328,0.085,-0.1
329,0.105,-0.085
330,0.105,-0.1
331,0.11,-0.15
332,0.115,-0.15
333,0.105,-0.11
334,0.11,-0.075
335,0.105,-0.075
336,0.11,-0.065
337,0.11,-0.045
338,0.13,-0.045
339,0.145,-0.05
340,0.15,-0.07
341,0.175,-0.03
342,0.165,0.005
343,0.17,-0.015
344,0.17,-0.025
345,0.165,-0.025
346,0.15,-0.01
347,0.12,0
348,0.1,0.005
349,0.095,0
350,0.07,0
351,0.075,-0.01
352,0.08,-0.025
353,0.06,-0.005
354,0.075,-0.01
355,0.065,-0.015
356,0.04,-0.035
357,0.055,-0.06
358,0.06,-0.055
359,0.05,-0.075
360,0.03,-0.085
361,0.01,-0.135
362,0.01,-0.13
363,0,-0.125
364,0,-0.115
365,-0.005,-0.12
366,0.01,-0.055
367,0.005,0.04
368,0.03,0.19
369,0.015,0.405
370,0.045,0.67
371,0.15,0.93
372,0.1,1.115
373,-0.125,1.285
374,-0.495,1.43
375,-1.08,1.61
376,-1.75,1.76
377,-2.31,1.775
378,-2.75,1.805
379,-2.92,1.74
380,-2.86,1.64
381,-2.655,1.53
382,-2.435,1.415
383,-2.32,1.275
384,-2.215,1.17
385,-2.025,1.11
386,-1.875,1.07
387,-1.73,1.065
388,-1.61,0.945
389,-1.48,0.715
390,-1.34,0.33
391,-1.225,-0.045
392,-1.12,-0.29
393,-0.995,-0.425
394,-0.865,-0.465
395,-0.705,-0.45
396,-0.555,-0.475
397,-0.385,-0.5
398,-0.215,-0.46
399,-0.05,-0.44
400,0.095,-0.445
401,0.22,-0.49
402,0.27,-0.505
403,0.305,-0.47
404,0.34,-0.49
405,0.35,-0.49
406,0.365,-0.5
407,0.39,-0.495
408,0.385,-0.495
409,0.405,-0.495
410,0.405,-0.47
411,0.425,-0.47
412,0.445,-0.45
413,0.445,-0.43
414,0.48,-0.415
415,0.515,-0.385
416,0.545,-0.355
417,0.565,-0.375
418,0.605,-0.41
419,0.635,-0.425
420,0.66,-0.39
421,0.67,-0.37
422,0.725,-0.37
423,0.745,-0.345
424,0.805,-0.32
425,0.84,-0.36
426,0.855,-0.365
427,0.895,-0.37
428,0.925,-0.365
429,0.96,-0.34
430,0.97,-0.335
431,0.98,-0.345
432,0.985,-0.345
433,1,-0.28
434,1,-0.28
435,1.005,-0.27
436,1.01,-0.255
437,0.975,-0.205
438,0.935,-0.18
439,0.89,-0.19
440,0.81,-0.16
441,0.76,-0.135
442,0.7,-0.115
443,0.615,-0.11
444,0.55,-0.1
445,0.5,-0.09
446,0.44,-0.105
447,0.375,-0.14
448,0.335,-0.17
449,0.26,-0.2
450,0.215,-0.205
451,0.17,-0.255
452,0.125,-0.24
453,0.075,-0.27
454,0.04,-0.285
455,0.015,-0.28
456,-0.02,-0.295
457,-0.03,-0.3
458,-0.03,-0.24
459,-0.04,-0.235
460,-0.035,-0.265
461,-0.035,-0.27
462,0.005,-0.295
463,0.015,-0.315
464,0,-0.275
465,0,-0.245
466,-0.02,-0.255
467,-0.035,-0.26
468,-0.025,-0.28
469,-0.015,-0.285
470,-0.015,-0.285
471,-0.02,-0.315
472,-0.01,-0.335
473,0.01,-0.35
474,0.03,-0.365
475,0.035,-0.37
476,0.03,-0.375
477,0.03,-0.395
478,0.045,-0.37
479,0.04,-0.38
480,0.06,-0.405
481,0.035,-0.425
482,0.015,-0.435
483,0,-0.44
484,-0.02,-0.46
485,-0.05,-0.495
486,-0.065,-0.485
487,-0.05,-0.485
488,-0.105,-0.505
489,-0.09,-0.525
490,-0.09,-0.52
491,-0.1,-0.52
492,-0.095,-0.515
493,-0.115,-0.535
494,-0.115,-0.545
495,-0.12,-0.545
496,-0.105,-0.53
497,-0.09,-0.545
498,-0.13,-0.54
499,-0.14,-0.525
500,-0.12,-0.52
501,-0.12,-0.495
502,-0.125,-0.5
503,-0.12,-0.515
504,-0.14,-0.515
505,-0.15,-0.475
506,-0.145,-0.435
507,-0.15,-0.39
508,-0.13,-0.395
509,-0.105,-0.39
510,-0.1,-0.345
511,-0.08,-0.34
512,-0.075,-0.345
513,-0.05,-0.34
514,-0.02,-0.34
515,-0.035,-0.38
516,-0.04,-0.375
517,-0.04,-0.35
518,-0.04,-0.36
519,-0.025,-0.375
520,-0.02,-0.375
521,-0.005,-0.37
522,-0.015,-0.395
523,-0.02,-0.405
524,0,-0.395
525,-0.01,-0.38
526,-0.01,-0.34
527,-0.025,-0.26
528,-0.03,-0.135
529,-0.025,0.08
530,-0.015,0.37
531,0,0.64
532,-0.045,0.815
533,-0.26,0.96
534,-0.615,1.1
535,-1.185,1.225
536,-1.805,1.355
537,-2.37,1.37
538,-2.795,1.355
539,-3.02,1.28
540,-3.005,1.185
541,-2.885,1.04
542,-2.69,0.94
543,-2.59,0.835
544,-2.49,0.72
545,-2.355,0.605
546,-2.21,0.55
547,-2.085,0.575
548,-1.96,0.595
549,-1.855,0.49
550,-1.755,0.225
551,-1.64,-0.145
552,-1.515,-0.44
553,-1.39,-0.615
554,-1.24,-0.74
555,-1.05,-0.79
556,-0.88,-0.795
557,-0.725,-0.79
558,-0.55,-0.8
559,-0.365,-0.77
560,-0.165,-0.76
561,-0.025,-0.755
562,0.095,-0.78
563,0.185,-0.775
564,0.255,-0.77
565,0.3,-0.77
566,0.335,-0.785
567,0.375,-0.79
568,0.42,-0.765
569,0.44,-0.79
570,0.46,-0.795
571,0.51,-0.8
572,0.495,-0.81
573,0.515,-0.805
574,0.52,-0.81
575,0.52,-0.82
576,0.5,-0.83
577,0.505,-0.835
578,0.495,-0.83
579,0.515,-0.815
580,0.52,-0.825
581,0.52,-0.82
582,0.515,-0.83
583,0.55,-0.85
584,0.58,-0.845
585,0.59,-0.835
586,0.595,-0.865
587,0.635,-0.85
588,0.645,-0.84
589,0.685,-0.83
590,0.7,-0.845
591,0.735,-0.835
592,0.73,-0.795
593,0.745,-0.785
594,0.76,-0.71
595,0.76,-0.71
596,0.785,-0.71
597,0.8,-0.62
598,0.79,-0.585
599,0.78,-0.545
600,0.755,-0.515
601,0.755,-0.475
602,0.73,-0.445
603,0.675,-0.41
604,0.64,-0.385
605,0.575,-0.385
606,0.535,-0.395
607,0.485,-0.38
608,0.43,-0.38
609,0.375,-0.4
610,0.33,-0.45
611,0.305,-0.455
612,0.255,-0.47
613,0.225,-0.49
614,0.185,-0.55
615,0.14,-0.585
616,0.125,-0.58
617,0.11,-0.6
618,0.055,-0.615
619,-0.01,-0.615
620,-0.015,-0.615
621,-0.055,-0.615
622,-0.08,-0.64
623,-0.09,-0.66
624,-0.08,-0.645
625,-0.12,-0.64
626,-0.09,-0.665
627,-0.095,-0.64
628,-0.105,-0.64
629,-0.11,-0.62
630,-0.115,-0.62
631,-0.11,-0.64
632,-0.095,-0.64
633,-0.09,-0.645
634,-0.07,-0.66
635,-0.065,-0.65
636,-0.09,-0.625
637,-0.09,-0.6
638,-0.075,-0.58
639,-0.055,-0.585
640,-0.025,-0.585
641,0.005,-0.585
642,-0.015,-0.59
643,-0.01,-0.57
644,0,-0.62
645,0.015,-0.625
646,0.005,-0.63
647,0.015,-0.655
648,0.02,-0.66
649,0,-0.685
650,0.005,-0.7
651,0.02,-0.68
652,0.03,-0.7
653,0.02,-0.72
654,0.035,-0.72
655,0.015,-0.72
656,0,-0.725
657,-0.005,-0.745
658,0,-0.75
659,0,-0.775
660,0.01,-0.78
661,-0.01,-0.795
662,-0.02,-0.795
663,-0.05,-0.8
664,-0.055,-0.785
665,-0.04,-0.8
666,-0.05,-0.805
667,-0.05,-0.815
668,-0.035,-0.8
669,-0.065,-0.8
670,-0.07,-0.765
671,-0.095,-0.755
672,-0.06,-0.75
673,-0.1,-0.745
674,-0.115,-0.74
675,-0.085,-0.76
676,-0.095,-0.75
677,-0.12,-0.7
678,-0.14,-0.69
679,-0.14,-0.66
680,-0.115,-0.65
681,-0.1,-0.635
682,-0.09,-0.63
683,-0.1,-0.615
684,-0.075,-0.62
685,-0.085,-0.62
686,-0.075,-0.61
687,-0.06,-0.6
688,-0.035,-0.6
689,-0.04,-0.6
690,-0.055,-0.625
691,0,-0.605
692,0.02,-0.615
693,0,-0.655
694,0,-0.655
695,-0.02,-0.635
696,0.01,-0.655
697,-0.005,-0.66
698,0,-0.67
699,-0.035,-0.67
700,0,-0.68
701,-0.025,-0.685
702,-0.015,-0.73
703,0.005,-0.74
704,0.005,-0.75
705,0,-0.715
706,0,-0.735
707,-0.005,-0.735
708,0.005,-0.755
709,-0.025,-0.735
710,-0.015,-0.75
711,-0.03,-0.745
712,-0.025,-0.77
713,-0.05,-0.765
714,-0.075,-0.745
715,-0.085,-0.755
716,-0.105,-0.77
717,-0.1,-0.79
718,-0.115,-0.77
719,-0.14,-0.745
720,-0.18,-0.745
721,-0.18,-0.705
722,-0.18,-0.68
723,-0.18,-0.655
724,-0.14,-0.64
725,-0.135,-0.635
726,-0.13,-0.615
727,-0.095,-0.59
728,-0.08,-0.605
729,-0.065,-0.6
730,-0.015,-0.56
731,-0.04,-0.55
732,-0.03,-0.535
733,-0.025,-0.51
734,-0.015,-0.43
735,-0.015,-0.31
736,0,-0.13
737,0.065,0.08
738,0.13,0.3
739,0.095,0.465
740,-0.145,0.625
741,-0.575,0.845
742,-1.195,1.055
743,-1.815,1.215
744,-2.335,1.27
745,-2.69,1.255
746,-2.775,1.225
747,-2.71,1.175
748,-2.575,1.115
749,-2.38,1.06
750,-2.275,0.91
751,-2.155,0.84
752,-1.97,0.78
753,-1.81,0.745
754,-1.705,0.74
755,-1.575,0.625
756,-1.44,0.335
757,-1.295,-0.155
758,-1.175,-0.64
759,-1.085,-0.975
760,-0.985,-1.15
761,-0.855,-1.195
762,-0.775,-1.13
763,-0.665,-1.085
764,-0.475,-1.035
765,-0.265,-0.985
766,-0.07,-0.97
767,0.065,-0.97
768,0.2,-0.985
769,0.3,-0.985
770,0.34,-0.96
771,0.38,-0.94
772,0.39,-0.95
773,0.42,-0.925
774,0.44,-0.935
775,0.435,-0.93
776,0.47,-0.945
777,0.485,-0.94
778,0.525,-0.925
779,0.56,-0.925
780,0.565,-0.905
781,0.605,-0.91
782,0.62,-0.89
783,0.68,-0.88
784,0.675,-0.865
785,0.715,-0.885
786,0.75,-0.88
787,0.76,-0.91
788,0.795,-0.875
789,0.85,-0.87
790,0.9,-0.88
791,0.92,-0.89
792,0.96,-0.885
793,0.98,-0.885
794,1.03,-0.875
795,1.045,-0.88
796,1.085,-0.86
797,1.11,-0.83
798,1.12,-0.825
799,1.155,-0.835
800,1.145,-0.81
801,1.16,-0.8
802,1.17,-0.75
803,1.145,-0.7
804,1.1,-0.63
805,1.055,-0.575
806,1.08,-0.55
807,1.05,-0.53
808,1.015,-0.465
809,0.96,-0.45
810,0.93,-0.42
811,0.885,-0.43
812,0.815,-0.45
813,0.74,-0.43
814,0.69,-0.455
815,0.615,-0.495
816,0.57,-0.51
817,0.49,-0.54
818,0.42,-0.54
819,0.34,-0.575
820,0.28,-0.62
821,0.2,-0.61
822,0.17,-0.61
823,0.14,-0.65
824,0.13,-0.695
825,0.1,-0.7
826,0.09,-0.705
827,0.065,-0.73
828,0.075,-0.745
829,0.075,-0.75
830,0.075,-0.73
831,0.06,-0.72
832,0.08,-0.74
833,0.065,-0.75
834,0.085,-0.75
835,0.105,-0.73
836,0.09,-0.72
837,0.105,-0.715
838,0.125,-0.69
839,0.135,-0.665
840,0.13,-0.66
841,0.14,-0.71
842,0.175,-0.725
843,0.165,-0.705
844,0.18,-0.66
845,0.145,-0.66
846,0.185,-0.64
847,0.185,-0.615
848,0.225,-0.625
849,0.23,-0.65
850,0.24,-0.655
851,0.255,-0.625
852,0.245,-0.635
853,0.25,-0.65
854,0.25,-0.665
855,0.25,-0.645
856,0.25,-0.665
857,0.27,-0.69
858,0.26,-0.665
859,0.3,-0.67
860,0.27,-0.665
861,0.27,-0.68
862,0.235,-0.695
863,0.225,-0.705
864,0.195,-0.7
865,0.17,-0.715
866,0.17,-0.735
867,0.14,-0.745
868,0.13,-0.78
869,0.125,-0.785
870,0.105,-0.76
871,0.08,-0.765
872,0.07,-0.78
873,0.04,-0.75
874,0.055,-0.755
875,0.07,-0.775
876,0.075,-0.765
877,0.07,-0.74
878,0.08,-0.73
879,0.11,-0.725
880,0.095,-0.74
881,0.08,-0.75
882,0.105,-0.73
883,0.08,-0.71
884,0.085,-0.68
885,0.065,-0.675
886,0.085,-0.665
887,0.105,-0.605
888,0.12,-0.585
889,0.12,-0.585
890,0.165,-0.57
891,0.145,-0.58
892,0.165,-0.58
893,0.17,-0.56
894,0.165,-0.55
895,0.17,-0.55
896,0.175,-0.56
897,0.195,-0.57
898,0.22,-0.57
899,0.225,-0.61
900,0.23,-0.61
901,0.2,-0.63
902,0.215,-0.64
903,0.21,-0.64
904,0.195,-0.665
905,0.19,-0.655
906,0.14,-0.665
907,0.1,-0.665
908,0.09,-0.685
909,0.095,-0.69
910,0.085,-0.675
911,0.055,-0.665
912,0.04,-0.7
913,0.045,-0.67
914,0.04,-0.67
915,0.07,-0.68
916,0.035,-0.71
917,0.05,-0.7
918,0.065,-0.685
919,0.075,-0.68
920,0.055,-0.685
921,0.03,-0.64
922,0.045,-0.575
923,0.055,-0.42
924,0.07,-0.195
925,0.12,0.035
926,0.2,0.255
927,0.145,0.405
928,-0.12,0.545
929,-0.61,0.77
930,-1.29,1
931,-1.885,1.15
932,-2.405,1.2
933,-2.7,1.2
934,-2.705,1.165
935,-2.56,1.1
936,-2.4,1.05
937,-2.22,0.965
938,-2.095,0.855
939,-1.93,0.795
940,-1.74,0.73
941,-1.585,0.665
942,-1.45,0.58
943,-1.305,0.3
944,-1.16,-0.17
945,-1.035,-0.63
946,-0.975,-0.91
947,-0.835,-1.045
948,-0.72,-1.025
949,-0.58,-0.99
950,-0.44,-0.98
951,-0.265,-0.92
952,-0.055,-0.91
953,0.105,-0.89
954,0.295,-0.9
955,0.4,-0.885
956,0.455,-0.875
957,0.52,-0.875
958,0.525,-0.865
959,0.56,-0.835
960,0.58,-0.82
961,0.61,-0.785
962,0.63,-0.795
963,0.655,-0.83
964,0.645,-0.79
965,0.66,-0.745
966,0.66,-0.69
967,0.68,-0.69
968,0.72,-0.685
969,0.76,-0.68
970,0.8,-0.675
971,0.865,-0.67
972,0.855,-0.665
973,0.885,-0.65
974,0.945,-0.66
975,0.965,-0.64
976,1.02,-0.655
977,1.03,-0.675
978,1.1,-0.64
979,1.11,-0.62
980,1.165,-0.65
981,1.18,-0.655
982,1.21,-0.655
983,1.235,-0.64
984,1.265,-0.645
985,1.295,-0.65
986,1.29,-0.625
987,1.27,-0.625
988,1.245,-0.59
989,1.2,-0.595
990,1.17,-0.545
991,1.12,-0.5
992,1.06,-0.46
993,0.995,-0.425
994,0.92,-0.365
995,0.875,-0.345
996,0.825,-0.33
997,0.765,-0.3
998,0.715,-0.25
999,0.65,-0.24
1000,0.59,-0.23
1001,0.525,-0.28
1002,0.485,-0.28
1003,0.45,-0.3
1004,0.37,-0.3
1005,0.34,-0.27
1006,0.29,-0.28
1007,0.27,-0.265
1008,0.255,-0.265
1009,0.245,-0.26
1010,0.25,-0.255
1011,0.24,-0.235
1012,0.24,-0.23
1013,0.24,-0.245
1014,0.25,-0.245
1015,0.24,-0.24
1016,0.23,-0.245
1017,0.25,-0.235
1018,0.245,-0.22
1019,0.24,-0.26
1020,0.265,-0.26
1021,0.265,-0.275
1022,0.27,-0.26
1023,0.28,-0.235
1024,0.265,-0.225
1025,0.26,-0.25
1026,0.285,-0.205
1027,0.275,-0.15
1028,0.305,-0.145
1029,0.265,-0.11
1030,0.24,-0.04
1031,0.235,0
1032,0.225,0.07
1033,0.23,0.1
1034,0.245,0.19
1035,0.21,0.19
1036,0.22,0.22
1037,0.215,0.28
1038,0.23,0.31
1039,0.21,0.365
1040,0.22,0.41
1041,0.17,0.45
1042,0.18,0.475
1043,0.195,0.5
1044,0.2,0.515
1045,0.185,0.57
1046,0.195,0.605
1047,0.175,0.625
1048,0.195,0.625
1049,0.22,0.66
1050,0.23,0.69
1051,0.215,0.72
1052,0.235,0.725
1053,0.24,0.74
1054,0.24,0.765
1055,0.25,0.745
1056,0.235,0.77
1057,0.25,0.775
1058,0.265,0.775
1059,0.25,0.775
1060,0.225,0.755
1061,0.23,0.735
1062,0.24,0.75
1063,0.245,0.73
1064,0.225,0.73
1065,0.225,0.73
1066,0.235,0.73
1067,0.23,0.725
1068,0.21,0.72
1069,0.19,0.735
1070,0.135,0.725
1071,0.115,0.74
1072,0.09,0.74
1073,0.05,0.74
1074,0.025,0.74
1075,0.01,0.73
1076,0.02,0.735
1077,0.01,0.77
1078,0.03,0.805
1079,0.025,0.83
1080,-0.005,0.83
1081,0.025,0.815
1082,0.055,0.815
1083,0.04,0.825
1084,0.05,0.86
1085,0.02,0.895
1086,0.02,0.925
1087,0.04,0.92
1088,0.04,0.91
1089,0.07,0.965
1090,0.065,0.985
1091,0.055,0.965
1092,0.055,0.96
1093,0.09,0.99
1094,0.1,0.98
1095,0.085,0.975
1096,0.09,0.97
1097,0.1,1
1098,0.065,0.99
1099,0.1,0.96
1100,0.11,0.935
1101,0.115,0.945
1102,0.11,0.945
1103,0.09,0.91
1104,0.075,0.91
1105,0.1,0.96
1106,0.075,0.955
1107,0.075,0.93
1108,0.1,0.94
1109,0.11,0.95
1110,0.1,1.01
1111,0.07,1.02
1112,0.035,0.98
1113,0.01,1
1114,0.005,0.995
1115,-0.005,0.99
1116,-0.03,0.98
1117,-0.07,0.975
1118,-0.08,0.99
1119,-0.12,1.01
1120,-0.12,0.985
1121,-0.125,1
1122,-0.145,1.02
1123,-0.185,1.045
1124,-0.165,1.05
1125,-0.155,1.08
1126,-0.16,1.12
1127,-0.125,1.125
1128,-0.12,1.11
1129,-0.115,1.125
1130,-0.12,1.14
1131,-0.08,1.15
1132,-0.095,1.15
1133,-0.05,1.14
1134,-0.055,1.15
1135,-0.075,1.15
1136,-0.07,1.14
1137,-0.03,1.105
1138,-0.03,1.07
1139,-0.01,1.085
1140,0,1.095
1141,-0.005,1.095
1142,-0.035,1.065
1143,-0.045,1.05
1144,-0.055,1.075
1145,-0.075,1.095
1146,-0.045,1.07
1147,-0.04,1.065
1148,-0.02,1.085
1149,0,1.09
1150,0,1.1
1151,-0.005,1.11
1152,0.01,1.085
1153,0.01,1.11
1154,-0.005,1.13
1155,-0.015,1.125
1156,-0.035,1.125
1157,-0.05,1.12
1158,-0.035,1.13
1159,-0.07,1.12
1160,-0.095,1.15
1161,-0.115,1.19
1162,-0.135,1.28
1163,-0.115,1.36
1164,-0.1,1.56
1165,-0.04,1.87
1166,0.005,2.185
1167,-0.005,2.355
1168,-0.28,2.47
1169,-0.68,2.59
1170,-1.335,2.735
1171,-1.955,2.835
1172,-2.555,2.86
1173,-3,2.845
1174,-3.11,2.84
1175,-3,2.785
1176,-2.78,2.715
1177,-2.595,2.665
1178,-2.465,2.565
1179,-2.3,2.475
1180,-2.095,2.44
1181,-1.965,2.415
1182,-1.835,2.43
1183,-1.715,2.4
1184,-1.575,2.085
1185,-1.425,1.625
1186,-1.32,1.26
1187,-1.185,1.025
1188,-1.03,0.895
1189,-0.855,0.87
1190,-0.7,0.905
1191,-0.53,0.895
1192,-0.335,0.895
1193,-0.145,0.93
1194,0.005,0.92
1195,0.15,0.9
1196,0.235,0.89
1197,0.295,0.91
1198,0.295,0.915
1199,0.275,0.92
1200,0.295,0.93
1201,0.32,0.925
1202,0.345,0.95
1203,0.36,0.98
1204,0.36,0.965
1205,0.385,0.98
1206,0.425,1
1207,0.42,1.015
1208,0.45,1.005
1209,0.46,1.025
1210,0.5,1.03
1211,0.53,1.04
1212,0.565,1.03
1213,0.59,1.01
1214,0.635,1.005
1215,0.66,0.965
1216,0.705,0.955
1217,0.735,0.955
1218,0.775,0.95
1219,0.785,0.965
1220,0.815,0.96
1221,0.855,0.95
1222,0.895,0.945
1223,0.92,0.955
1224,0.94,0.945
1225,0.99,0.94
1226,0.99,0.955
1227,1.02,0.97
1228,1.035,0.995
1229,1.07,1.025
1230,1.055,1.095
1231,1.045,1.095
1232,1.025,1.125
1233,0.995,1.145
1234,0.98,1.15
1235,0.92,1.225
1236,0.865,1.275
1237,0.86,1.31
1238,0.8,1.355
1239,0.74,1.355
1240,0.67,1.36
1241,0.565,1.375
1242,0.48,1.375
1243,0.425,1.35
1244,0.35,1.365
1245,0.265,1.37
1246,0.22,1.355
1247,0.17,1.31
1248,0.115,1.27
1249,0.09,1.27
1250,0.06,1.285
1251,0.05,1.29
1252,0.03,1.28
1253,0.015,1.285
1254,0.015,1.29
1255,0.005,1.25
1256,0.01,1.25
1257,0.025,1.275
1258,0.035,1.245
1259,0,1.22
1260,0.025,1.195
1261,0.035,1.175
1262,0.005,1.165
1263,-0.005,1.16
1264,0.02,1.165
1265,0.02,1.18
1266,0.015,1.16
1267,-0.005,1.115
1268,0.01,1.07
1269,-0.005,1.115
1270,0.005,1.115
1271,-0.02,1.1
1272,-0.04,1.165
1273,-0.02,1.185
1274,-0.01,1.2
1275,-0.01,1.17
