Order,ECG1,ECG2
175,0.155,-0.94
176,0.155,-0.94
177,0.14,-1.005
178,0.14,-1.075
179,0.1,-1.1
180,0.075,-1.085
181,0.055,-1.03
182,0.055,-0.885
183,0.075,-0.705
184,0.065,-0.47
185,0.13,-0.19
186,0.175,0.04
187,0.115,0.15
188,-0.09,0.255
189,-0.475,0.405
190,-1.035,0.55
191,-1.62,0.625
192,-1.985,0.695
193,-2.24,0.825
194,-2.325,0.87
195,-2.285,0.595
196,-2.18,0.1
197,-2.065,-0.31
198,-2,-0.465
199,-1.92,-0.4
200,-1.7,-0.3
201,-1.58,-0.215
202,-1.505,-0.205
203,-1.41,-0.26
204,-1.265,-0.46
205,-1.125,-0.84
206,-1.01,-1.22
207,-0.925,-1.36
208,-0.815,-1.36
209,-0.655,-1.385
210,-0.525,-1.39
211,-0.385,-1.375
212,-0.195,-1.305
213,-0.065,-1.265
214,0.08,-1.22
215,0.23,-1.185
216,0.345,-1.29
217,0.405,-1.35
218,0.465,-1.32
219,0.49,-1.28
220,0.52,-1.25
221,0.54,-1.31
222,0.555,-1.32
223,0.55,-1.145
224,0.565,-1.04
225,0.59,-1.14
226,0.61,-1.32
227,0.57,-1.515
228,0.575,-1.53
229,0.575,-1.365
230,0.61,-1.25
231,0.66,-1.12
232,0.705,-1.06
233,0.71,-1.17
234,0.755,-1.285
235,0.79,-1.26
236,0.82,-1.21
237,0.85,-1.2
238,0.865,-1.16
239,0.87,-1.105
240,0.89,-1.075
241,0.94,-1.02
242,0.975,-0.96
243,1.035,-0.865
244,1.065,-0.835
245,1.095,-0.91
246,1.145,-0.965
247,1.175,-0.94
248,1.185,-1
249,1.23,-1.255
250,1.205,-1.365
251,1.2,-1.285
252,1.205,-1.23
253,1.21,-1.19
254,1.21,-1.135
255,1.2,-1.02
256,1.165,-0.86
257,1.125,-0.935
258,1.085,-1.19
259,1.045,-1.235
260,0.99,-1.1
261,0.905,-0.98
262,0.86,-0.865
263,0.77,-0.885
264,0.73,-0.995
265,0.66,-1.04
266,0.605,-1.015
267,0.565,-0.97
268,0.52,-0.95
269,0.475,-0.86
270,0.44,-0.68
271,0.41,-0.565
272,0.395,-0.715
273,0.37,-1.12
274,0.315,-1.34
275,0.285,-1.25
276,0.3,-1.1
277,0.29,-1.12
278,0.305,-1.13
279,0.315,-1.095
280,0.31,-1.05
281,0.32,-1.02
282,0.31,-0.965
283,0.315,-0.89
284,0.33,-0.94
285,0.32,-0.985
286,0.33,-1.03
287,0.345,-1.015
288,0.33,-0.98
289,0.325,-0.94
290,0.335,-0.955
291,0.295,-0.91
292,0.32,-0.89
293,0.305,-0.95
294,0.285,-1.19
295,0.28,-1.435
296,0.28,-1.395
297,0.255,-1.27
298,0.25,-1.205
299,0.245,-1.255
300,0.24,-1.22
301,0.23,-1.2
302,0.205,-1.18
303,0.215,-1.205
304,0.165,-1.195
305,0.175,-1.15
306,0.145,-1.12
307,0.135,-1.11
308,0.14,-1.075
309,0.16,-1.055
310,0.16,-1.055
311,0.18,-0.96
312,0.165,-0.95
313,0.14,-0.985
314,0.14,-0.925
315,0.18,-0.925
316,0.145,-0.945
317,0.2,-0.84
318,0.21,-0.825
319,0.195,-0.97
320,0.24,-1.1
321,0.26,-1.07
322,0.25,-0.96
323,0.24,-0.875
324,0.23,-0.86
325,0.26,-0.84
326,0.26,-0.81
327,0.26,-0.81
328,0.275,-0.77
329,0.265,-0.735
330,0.275,-0.79
331,0.27,-0.94
332,0.275,-0.935
333,0.25,-0.85
334,0.27,-0.825
335,0.255,-0.805
336,0.24,-0.79
337,0.24,-0.56
338,0.235,-0.39
339,0.245,-0.7
340,0.26,-1.06
341,0.25,-1.14
342,0.24,-1
343,0.24,-0.895
344,0.28,-0.85
345,0.26,-0.86
346,0.28,-0.855
347,0.275,-0.81
348,0.2,-0.715
349,0.155,-0.675
350,0.125,-0.735
351,0.12,-0.75
352,0.1,-0.715
353,0.09,-0.715
354,0.065,-0.725
355,0.135,-0.695
356,0.13,-0.68
357,0.135,-0.675
358,0.14,-0.715
359,0.15,-0.72
360,0.145,-0.71
361,0.13,-0.7
362,0.14,-0.645
363,0.155,-0.575
364,0.135,-0.61
365,0.17,-0.745
366,0.17,-0.78
367,0.16,-0.76
368,0.155,-0.77
369,0.16,-0.755
370,0.185,-0.705
371,0.185,-0.73
372,0.19,-0.715
373,0.195,-0.76
374,0.175,-0.73
375,0.185,-0.64
376,0.19,-0.62
377,0.2,-0.665
378,0.22,-0.72
379,0.23,-0.705
380,0.23,-0.63
381,0.215,-0.69
382,0.23,-0.765
383,0.23,-0.72
384,0.22,-0.625
385,0.215,-0.52
386,0.235,-0.33
387,0.25,-0.09
388,0.28,0.2
389,0.32,0.525
390,0.28,0.765
391,0.1,0.91
392,-0.25,1.07
393,-0.81,1.225
394,-1.42,1.355
395,-1.905,1.22
396,-2.22,1.08
397,-2.34,1.06
398,-2.29,0.94
399,-2.175,0.815
400,-2.07,0.75
401,-1.985,0.62
402,-1.92,0.52
403,-1.745,0.49
404,-1.61,0.49
405,-1.505,0.52
406,-1.395,0.425
407,-1.275,0.17
408,-1.18,-0.225
409,-1.09,-0.55
410,-0.995,-0.72
411,-0.86,-0.835
412,-0.75,-0.88
413,-0.63,-0.81
414,-0.48,-0.745
415,-0.32,-0.66
416,-0.16,-0.63
417,0.025,-0.58
418,0.19,-0.5
419,0.315,-0.445
420,0.41,-0.475
421,0.47,-0.52
422,0.525,-0.455
423,0.55,-0.355
424,0.58,-0.26
425,0.62,-0.22
426,0.67,-0.155
427,0.715,-0.07
428,0.765,-0.02
429,0.795,0.025
430,0.78,0.09
431,0.745,0.13
432,0.745,0.095
433,0.745,0.115
434,0.78,0.145
435,0.785,0.185
436,0.79,0.2
437,0.8,0.19
438,0.81,0.19
439,0.825,0.155
440,0.825,0.14
441,0.82,0.155
442,0.84,0.165
443,0.86,0.175
444,0.89,0.185
445,0.88,0.16
446,0.91,0.17
447,0.905,0.18
448,0.96,0.22
449,0.98,0.245
450,1,0.28
451,1.01,0.38
452,1.04,0.38
453,1.06,0.37
454,1.055,0.44
455,1.065,0.51
456,1.095,0.59
457,1.055,0.635
458,1.06,0.675
459,1.035,0.715
460,1.03,0.785
461,1,0.91
462,0.97,1.045
463,0.92,1.185
464,0.855,1.235
465,0.83,1.205
466,0.795,1.22
467,0.785,1.265
468,0.705,1.28
469,0.67,1.25
470,0.605,1.205
471,0.565,1.24
472,0.48,1.24
473,0.4,1.13
474,0.315,1.085
475,0.29,1.13
476,0.295,1.135
477,0.28,1.14
478,0.265,1.15
479,0.27,1.16
480,0.23,1.14
481,0.23,1.145
482,0.245,1.15
483,0.215,1.145
484,0.225,1.14
485,0.23,1.175
486,0.23,1.185
487,0.24,1.135
488,0.245,1.125
489,0.26,1.23
490,0.27,1.24
491,0.255,1.085
492,0.27,1.04
493,0.27,0.99
494,0.255,0.91
495,0.235,0.87
496,0.23,0.91
497,0.25,0.96
498,0.275,1.015
499,0.285,1.04
500,0.27,1.105
501,0.275,1.095
502,0.28,1.05
503,0.315,1.02
504,0.315,0.955
505,0.3,0.93
506,0.3,0.955
507,0.29,0.975
508,0.32,0.93
509,0.305,0.905
510,0.305,0.92
511,0.33,0.91
512,0.325,0.9
513,0.315,0.845
514,0.325,0.795
515,0.32,0.735
516,0.31,0.64
517,0.3,0.675
518,0.26,0.69
519,0.245,0.8
520,0.18,1
521,0.19,1.235
522,0.235,1.39
523,0.31,1.425
524,0.29,1.53
525,0.04,1.745
526,-0.4,1.935
527,-1.03,2.085
528,-1.66,2.115
529,-2.09,2.045
530,-2.34,2
531,-2.355,2.02
532,-2.28,2.01
533,-2.145,2
534,-2.015,1.96
535,-1.935,1.9
536,-1.825,1.845
537,-1.655,1.785
538,-1.515,1.75
539,-1.395,1.725
540,-1.295,1.58
541,-1.145,1.2
542,-1.01,0.81
543,-0.915,0.58
544,-0.82,0.465
545,-0.7,0.4
546,-0.54,0.395
547,-0.4,0.425
548,-0.24,0.405
549,-0.065,0.415
550,0.105,0.435
551,0.3,0.405
552,0.43,0.4
553,0.515,0.47
554,0.525,0.48
555,0.58,0.49
556,0.595,0.5
557,0.66,0.5
558,0.695,0.525
559,0.75,0.6
560,0.77,0.655
561,0.75,0.55
562,0.78,0.39
563,0.795,0.345
564,0.79,0.35
565,0.79,0.34
566,0.805,0.425
567,0.79,0.49
568,0.795,0.54
569,0.775,0.49
570,0.81,0.37
571,0.835,0.365
572,0.875,0.36
573,0.94,0.36
574,0.97,0.4
575,1.005,0.37
576,1.01,0.33
577,1.045,0.3
578,1.085,0.375
579,1.085,0.38
580,1.105,0.315
581,1.125,0.275
582,1.185,0.21
583,1.18,0.21
584,1.165,0.165
585,1.195,0.075
586,1.175,0.04
587,1.12,0
588,1.115,0.04
589,1.085,0.14
590,1.045,0.13
591,1.01,0.055
592,0.96,-0.01
593,0.88,-0.02
594,0.85,-0.045
595,0.805,-0.21
596,0.745,-0.33
597,0.69,-0.3
598,0.65,-0.195
599,0.59,-0.155
600,0.555,-0.27
601,0.51,-0.32
602,0.47,-0.4
603,0.43,-0.385
604,0.355,-0.33
605,0.325,-0.26
606,0.28,-0.21
607,0.235,-0.25
608,0.19,-0.36
609,0.17,-0.47
610,0.185,-0.515
611,0.155,-0.45
612,0.175,-0.46
613,0.175,-0.52
614,0.19,-0.545
615,0.17,-0.52
616,0.175,-0.53
617,0.21,-0.54
618,0.23,-0.44
619,0.215,-0.38
620,0.205,-0.52
621,0.205,-0.675
622,0.19,-0.665
623,0.18,-0.63
624,0.17,-0.74
625,0.16,-0.765
626,0.18,-0.625
627,0.19,-0.53
628,0.17,-0.64
629,0.17,-0.735
630,0.16,-0.71
631,0.165,-0.625
632,0.19,-0.615
633,0.19,-0.58
634,0.18,-0.505
635,0.19,-0.415
636,0.17,-0.49
637,0.16,-0.79
638,0.14,-0.98
639,0.155,-0.92
640,0.14,-0.775
641,0.145,-0.66
642,0.12,-0.545
643,0.13,-0.5
644,0.13,-0.64
645,0.115,-0.765
646,0.1,-0.66
647,0.085,-0.635
648,0.065,-0.735
649,0.05,-0.865
650,0.05,-0.85
651,0.05,-0.73
652,0.05,-0.62
653,0.075,-0.61
654,0.07,-0.65
655,0.09,-0.66
656,0.09,-0.595
657,0.075,-0.57
658,0.08,-0.58
659,0.085,-0.585
660,0.11,-0.59
661,0.11,-0.61
662,0.115,-0.69
663,0.105,-0.81
664,0.11,-0.76
665,0.1,-0.635
666,0.14,-0.63
667,0.145,-0.655
668,0.135,-0.575
669,0.125,-0.55
670,0.115,-0.635
671,0.145,-0.73
672,0.17,-0.76
673,0.165,-0.7
674,0.175,-0.595
675,0.15,-0.465
676,0.155,-0.355
677,0.15,-0.42
678,0.155,-0.64
679,0.155,-0.79
680,0.14,-0.71
681,0.125,-0.475
682,0.18,-0.315
683,0.18,-0.445
684,0.19,-0.745
685,0.175,-0.91
686,0.14,-0.825
687,0.155,-0.705
688,0.19,-0.64
689,0.17,-0.62
690,0.19,-0.53
691,0.155,-0.505
692,0.125,-0.555
693,0.095,-0.635
694,0.045,-0.56
695,0.01,-0.465
696,-0.02,-0.47
697,0.005,-0.37
698,0.06,-0.045
699,0.115,0.32
700,0.04,0.585
701,-0.26,0.71
702,-0.745,0.66
703,-1.385,0.575
704,-1.935,0.615
705,-2.31,0.725
706,-2.47,0.81
707,-2.46,0.8
708,-2.305,0.715
709,-2.12,0.55
710,-2.04,0.37
711,-1.965,0.34
712,-1.78,0.405
713,-1.61,0.415
714,-1.48,0.23
715,-1.355,0.065
716,-1.23,-0.055
717,-1.09,-0.175
718,-0.96,-0.495
719,-0.91,-0.96
720,-0.8,-1.18
721,-0.68,-1.045
722,-0.56,-0.865
723,-0.395,-0.855
724,-0.195,-0.93
725,-0.04,-0.905
726,0.125,-0.835
727,0.27,-0.81
728,0.4,-0.785
729,0.475,-0.735
730,0.52,-0.79
731,0.54,-0.925
732,0.555,-0.94
733,0.57,-0.845
734,0.605,-0.705
735,0.635,-0.76
736,0.645,-0.94
737,0.67,-0.97
738,0.68,-0.88
739,0.695,-0.65
740,0.73,-0.49
741,0.75,-0.625
742,0.78,-0.775
743,0.785,-0.545
744,0.805,-0.425
745,0.82,-0.75
746,0.855,-1.115
747,0.865,-1.04
748,0.85,-0.72
749,0.88,-0.56
750,0.915,-0.63
751,0.945,-0.74
752,1.01,-0.61
753,1.035,-0.425
754,1.05,-0.51
755,1.06,-0.76
756,1.06,-0.875
757,1.085,-0.71
758,1.085,-0.545
759,1.115,-0.505
760,1.12,-0.46
761,1.145,-0.34
762,1.17,-0.21
763,1.175,-0.4
764,1.16,-0.83
765,1.155,-0.93
766,1.145,-0.64
767,1.1,-0.395
768,1.08,-0.46
769,1.035,-0.595
770,0.98,-0.62
771,0.905,-0.605
772,0.845,-0.565
773,0.795,-0.44
774,0.735,-0.415
775,0.695,-0.5
776,0.62,-0.45
777,0.565,-0.305
778,0.51,-0.33
779,0.475,-0.585
780,0.435,-0.58
781,0.35,-0.135
782,0.3,0.175
783,0.27,-0.31
784,0.255,-0.915
785,0.21,-1.045
786,0.165,-0.83
787,0.16,-0.54
788,0.17,-0.4
789,0.155,-0.465
790,0.14,-0.52
791,0.14,-0.56
792,0.14,-0.61
793,0.13,-0.645
794,0.13,-0.655
795,0.175,-0.64
796,0.175,-0.525
797,0.145,-0.47
798,0.14,-0.515
799,0.145,-0.62
800,0.125,-0.59
801,0.075,-0.445
802,0.065,-0.445
803,0.045,-0.585
804,0.015,-0.735
805,0.005,-0.755
806,-0.005,-0.555
807,-0.005,-0.505
808,0,-0.665
809,0,-0.71
810,-0.03,-0.565
811,-0.03,-0.525
812,-0.02,-0.655
813,0.005,-0.73
814,0.02,-0.715
815,0,-0.645
816,0.035,-0.535
817,0.07,-0.335
818,0.065,-0.265
819,0.085,-0.52
820,0.085,-0.75
821,0.065,-0.72
822,0.06,-0.655
823,0.07,-0.61
824,0.1,-0.58
825,0.08,-0.525
826,0.055,-0.485
827,0.055,-0.45
828,0.055,-0.46
829,0.055,-0.45
830,0.045,-0.425
831,0.05,-0.4
832,0.09,-0.395
833,0.07,-0.38
834,0.07,-0.375
835,0.065,-0.355
836,0.095,-0.305
837,0.09,-0.305
838,0.09,-0.26
839,0.06,-0.345
840,0.055,-0.49
841,0.03,-0.57
842,0.005,-0.52
843,-0.01,-0.46
844,-0.035,-0.31
845,-0.04,-0.25
846,-0.06,-0.58
847,-0.08,-0.885
848,-0.1,-0.745
849,-0.115,-0.51
850,-0.155,-0.48
851,-0.14,-0.58
852,-0.16,-0.615
853,-0.195,-0.565
854,-0.205,-0.53
855,-0.205,-0.5
856,-0.165,-0.395
857,-0.13,-0.41
858,-0.12,-0.5
859,-0.1,-0.53
860,-0.125,-0.5
861,-0.095,-0.48
862,-0.125,-0.475
863,-0.1,-0.395
864,-0.12,-0.305
865,-0.13,-0.265
866,-0.11,-0.325
867,-0.125,-0.45
868,-0.11,-0.465
869,-0.095,-0.36
870,-0.08,-0.28
871,-0.08,-0.23
872,-0.095,-0.3
873,-0.055,-0.385
874,-0.055,-0.365
875,-0.04,-0.23
876,-0.055,0.025
877,-0.055,0.23
878,-0.035,0.34
879,0.015,0.475
880,0.09,0.575
881,0.045,0.64
882,-0.185,0.83
883,-0.52,1.03
884,-1.105,1.115
885,-1.745,1.13
886,-2.215,1.12
887,-2.575,1.1
888,-2.76,1.095
889,-2.71,1.025
890,-2.61,0.92
891,-2.44,0.82
892,-2.39,0.655
893,-2.29,0.52
894,-2.16,0.45
895,-2.015,0.395
896,-1.895,0.385
897,-1.81,0.31
898,-1.72,0.155
899,-1.585,-0.125
900,-1.47,-0.36
901,-1.355,-0.475
902,-1.265,-0.585
903,-1.15,-0.665
904,-0.985,-0.66
905,-0.84,-0.555
906,-0.665,-0.455
907,-0.495,-0.555
908,-0.335,-0.74
909,-0.185,-0.71
910,-0.045,-0.53
911,0.05,-0.48
912,0.14,-0.55
913,0.2,-0.59
914,0.285,-0.575
915,0.32,-0.54
916,0.35,-0.52
917,0.37,-0.505
918,0.38,-0.475
919,0.38,-0.425
920,0.435,-0.395
921,0.415,-0.37
922,0.425,-0.41
923,0.405,-0.515
924,0.41,-0.56
925,0.45,-0.49
926,0.465,-0.415
927,0.49,-0.25
928,0.505,-0.11
929,0.52,-0.065
930,0.57,-0.23
931,0.57,-0.445
932,0.605,-0.565
933,0.65,-0.55
934,0.655,-0.49
935,0.705,-0.395
936,0.72,-0.34
937,0.72,-0.355
938,0.715,-0.34
939,0.73,-0.335
940,0.725,-0.29
941,0.755,-0.295
942,0.73,-0.31
943,0.745,-0.27
944,0.76,-0.255
945,0.76,-0.26
946,0.745,-0.26
947,0.695,-0.24
948,0.675,-0.19
949,0.695,-0.13
950,0.675,-0.1
951,0.635,-0.1
952,0.6,0
953,0.56,-0.01
954,0.52,-0.135
955,0.46,-0.215
956,0.43,-0.15
957,0.41,-0.08
958,0.35,-0.105
959,0.32,-0.16
960,0.255,-0.18
961,0.21,-0.165
962,0.15,-0.165
963,0.15,-0.155
964,0.11,-0.125
965,0.08,-0.15
966,0.05,-0.21
967,0.015,-0.275
968,0,-0.265
969,-0.02,-0.195
970,-0.03,-0.17
971,-0.06,-0.19
972,-0.06,-0.19
973,-0.065,-0.12
974,-0.065,-0.08
975,-0.075,-0.17
976,-0.08,-0.33
977,-0.095,-0.275
978,-0.11,-0.16
979,-0.115,-0.16
980,-0.135,-0.24
981,-0.095,-0.27
982,-0.07,-0.27
983,-0.07,-0.215
984,-0.08,-0.195
985,-0.07,-0.185
986,-0.07,-0.15
987,-0.1,-0.04
988,-0.085,-0.08
989,-0.12,-0.295
990,-0.135,-0.345
991,-0.18,-0.27
992,-0.2,-0.26
993,-0.215,-0.325
994,-0.225,-0.36
995,-0.245,-0.32
996,-0.27,-0.26
997,-0.26,-0.215
998,-0.275,-0.17
999,-0.245,-0.16
1000,-0.23,-0.08
1001,-0.23,-0.065
1002,-0.235,-0.16
1003,-0.2,-0.205
1004,-0.2,-0.15
1005,-0.175,-0.11
1006,-0.155,-0.065
1007,-0.16,-0.04
1008,-0.135,-0.015
1009,-0.14,-0.055
1010,-0.13,-0.06
1011,-0.135,-0.095
1012,-0.12,-0.065
1013,-0.135,0
1014,-0.11,0.065
1015,-0.16,0.11
1016,-0.15,0.19
1017,-0.145,0.28
1018,-0.115,0.275
1019,-0.11,0.145
1020,-0.1,-0.005
1021,-0.075,-0.08
1022,-0.09,-0.005
1023,-0.09,0.095
1024,-0.07,0.23
1025,-0.085,0.415
1026,-0.055,0.695
1027,-0.015,1.04
1028,0.025,1.315
1029,0.055,1.51
1030,-0.105,1.66
1031,-0.385,1.78
1032,-0.86,1.92
1033,-1.455,2.055
1034,-2.03,2.085
1035,-2.445,1.995
1036,-2.705,1.93
1037,-2.8,1.845
1038,-2.705,1.735
1039,-2.555,1.605
1040,-2.45,1.525
1041,-2.365,1.39
1042,-2.26,1.295
1043,-2.115,1.315
1044,-2.01,1.37
1045,-1.89,1.445
1046,-1.775,1.405
1047,-1.69,1.2
1048,-1.57,0.92
1049,-1.465,0.71
1050,-1.37,0.605
1051,-1.275,0.58
1052,-1.085,0.575
1053,-0.935,0.68
1054,-0.775,0.775
1055,-0.605,0.785
1056,-0.46,0.755
1057,-0.285,0.73
1058,-0.16,0.665
1059,-0.015,0.685
1060,0.095,0.74
1061,0.13,0.8
1062,0.185,0.855
1063,0.27,0.89
1064,0.275,0.9
1065,0.3,0.91
1066,0.33,0.925
1067,0.345,0.925
1068,0.35,0.94
1069,0.35,0.96
1070,0.355,0.97
1071,0.365,1.005
1072,0.375,1.01
1073,0.35,1.025
1074,0.325,1.04
1075,0.38,1.095
1076,0.395,1.125
1077,0.39,1.105
1078,0.4,1.125
1079,0.42,1.165
1080,0.43,1.225
1081,0.46,1.22
1082,0.475,1.185
1083,0.46,1.22
1084,0.495,1.26
1085,0.505,1.29
1086,0.535,1.25
1087,0.515,1.27
1088,0.51,1.27
1089,0.545,1.31
1090,0.54,1.365
1091,0.57,1.42
1092,0.62,1.47
1093,0.665,1.535
1094,0.65,1.555
1095,0.695,1.565
1096,0.69,1.62
1097,0.675,1.685
1098,0.655,1.77
1099,0.635,1.765
1100,0.63,1.72
1101,0.595,1.76
1102,0.58,1.83
1103,0.545,1.86
1104,0.53,1.88
1105,0.475,1.875
1106,0.425,1.87
1107,0.36,1.865
1108,0.335,1.89
1109,0.275,1.885
1110,0.225,1.86
1111,0.17,1.835
1112,0.115,1.725
1113,0.085,1.695
1114,0.02,1.71
1115,-0.025,1.74
1116,-0.03,1.7
1117,-0.045,1.625
1118,-0.06,1.575
1119,-0.07,1.515
1120,-0.075,1.53
1121,-0.07,1.535
1122,-0.085,1.54
1123,-0.07,1.535
1124,-0.115,1.49
1125,-0.13,1.48
1126,-0.14,1.485
1127,-0.17,1.49
1128,-0.2,1.535
1129,-0.205,1.595
1130,-0.21,1.61
1131,-0.23,1.575
1132,-0.23,1.55
1133,-0.225,1.545
1134,-0.225,1.55
1135,-0.22,1.57
1136,-0.245,1.57
1137,-0.26,1.635
1138,-0.275,1.74
1139,-0.3,1.74
1140,-0.28,1.585
1141,-0.305,1.475
1142,-0.3,1.46
1143,-0.315,1.5
1144,-0.315,1.455
1145,-0.315,1.45
1146,-0.295,1.47
1147,-0.285,1.445
1148,-0.28,1.43
1149,-0.315,1.435
1150,-0.3,1.425
1151,-0.305,1.4
1152,-0.31,1.355
1153,-0.325,1.29
1154,-0.32,1.32
1155,-0.33,1.36
1156,-0.325,1.455
1157,-0.32,1.59
1158,-0.315,1.795
1159,-0.245,2.085
1160,-0.195,2.32
1161,-0.23,2.475
1162,-0.42,2.56
1163,-0.715,2.67
1164,-1.245,2.76
1165,-1.845,2.805
1166,-2.42,2.79
1167,-2.82,2.745
1168,-2.975,2.725
1169,-2.985,2.725
1170,-2.87,2.63
1171,-2.68,2.5
1172,-2.565,2.38
1173,-2.45,2.27
1174,-2.275,2.2
1175,-2.075,2.16
1176,-1.94,2.115
1177,-1.825,1.965
1178,-1.715,1.61
1179,-1.605,1.015
1180,-1.515,0.43
1181,-1.45,0.08
1182,-1.365,-0.155
1183,-1.285,-0.29
1184,-1.15,-0.3
1185,-1.03,-0.295
1186,-0.865,-0.315
1187,-0.73,-0.34
1188,-0.585,-0.375
1189,-0.41,-0.39
1190,-0.225,-0.405
1191,-0.105,-0.39
1192,-0.03,-0.34
1193,0.035,-0.255
1194,0.065,-0.315
1195,0.095,-0.475
1196,0.14,-0.575
1197,0.145,-0.56
1198,0.195,-0.505
1199,0.25,-0.465
1200,0.285,-0.42
1201,0.33,-0.39
1202,0.335,-0.38
1203,0.355,-0.375
1204,0.39,-0.405
1205,0.4,-0.435
1206,0.42,-0.415
1207,0.43,-0.375
1208,0.43,-0.315
1209,0.465,-0.2
1210,0.485,-0.175
1211,0.51,-0.27
1212,0.545,-0.45
1213,0.57,-0.595
1214,0.59,-0.605
1215,0.615,-0.56
1216,0.67,-0.545
1217,0.705,-0.5
1218,0.74,-0.535
1219,0.75,-0.545
1220,0.77,-0.54
1221,0.765,-0.58
1222,0.77,-0.6
1223,0.76,-0.61
1224,0.735,-0.575
1225,0.705,-0.525
1226,0.67,-0.525
1227,0.64,-0.54
1228,0.59,-0.525
1229,0.54,-0.55
1230,0.495,-0.52
1231,0.45,-0.48
1232,0.425,-0.445
1233,0.39,-0.425
1234,0.33,-0.52
1235,0.275,-0.52
1236,0.22,-0.35
1237,0.155,-0.27
1238,0.145,-0.43
1239,0.09,-0.63
1240,0.05,-0.72
1241,0.01,-0.71
1242,-0.02,-0.66
1243,-0.05,-0.61
1244,-0.05,-0.59
1245,-0.08,-0.56
1246,-0.08,-0.52
1247,-0.11,-0.505
1248,-0.135,-0.485
1249,-0.155,-0.485
1250,-0.135,-0.475
1251,-0.12,-0.455
1252,-0.12,-0.445
1253,-0.135,-0.435
