Order,ECG1,ECG2
115,0.165,-0.15
116,0.165,-0.215
117,0.155,-0.265
118,0.155,-0.255
119,0.165,-0.195
120,0.17,-0.2
121,0.175,-0.195
122,0.175,-0.19
123,0.195,-0.165
124,0.185,-0.155
125,0.18,-0.19
126,0.19,-0.21
127,0.2,-0.185
128,0.195,-0.15
129,0.19,-0.205
130,0.195,-0.255
131,0.215,-0.3
132,0.195,-0.37
133,0.21,-0.355
134,0.23,-0.32
135,0.22,-0.335
136,0.24,-0.35
137,0.23,-0.38
138,0.245,-0.345
139,0.24,-0.32
140,0.24,-0.29
141,0.23,-0.27
142,0.245,-0.285
143,0.21,-0.26
144,0.195,-0.31
145,0.195,-0.32
146,0.2,-0.34
147,0.2,-0.32
148,0.23,-0.315
149,0.22,-0.305
150,0.19,-0.3
151,0.185,-0.3
152,0.18,-0.3
153,0.2,-0.27
154,0.185,-0.285
155,0.2,-0.285
156,0.17,-0.255
157,0.17,-0.265
158,0.16,-0.26
159,0.16,-0.25
160,0.155,-0.265
161,0.175,-0.225
162,0.17,-0.21
163,0.16,-0.175
164,0.155,-0.14
165,0.185,-0.11
166,0.22,-0.085
167,0.255,-0.065
168,0.3,-0.055
169,0.315,-0.02
170,0.355,-0.01
171,0.395,-0.02
172,0.38,-0.04
173,0.365,-0.06
174,0.33,-0.055
175,0.25,-0.045
176,0.225,-0.05
177,0.19,-0.1
178,0.19,-0.13
179,0.19,-0.17
180,0.135,-0.16
181,0.08,-0.17
182,0.105,-0.175
183,0.08,-0.235
184,0.1,-0.305
185,0.1,-0.335
186,0.11,-0.35
187,0.11,-0.31
188,0.1,-0.31
189,0.095,-0.32
190,0.12,-0.315
191,0.085,-0.28
192,0.095,-0.3
193,0.08,-0.32
194,0.09,-0.345
195,0.08,-0.315
196,0.1,-0.31
197,0.11,-0.295
198,0.095,-0.31
199,0.09,-0.32
200,0.09,-0.29
201,0.095,-0.28
202,0.105,-0.3
203,0.105,-0.295
204,0.095,-0.285
205,0.08,-0.255
206,0.08,-0.24
207,0.11,-0.18
208,0.1,-0.055
209,0.12,0.125
210,0.185,0.37
211,0.25,0.645
212,0.11,0.765
213,-0.15,0.83
214,-0.64,0.89
215,-1.36,1.025
216,-2.04,1.15
217,-2.56,1.205
218,-2.815,1.2
219,-2.805,1.11
220,-2.68,1.05
221,-2.515,0.995
222,-2.345,0.95
223,-2.2,0.88
224,-2.04,0.69
225,-1.84,0.535
226,-1.69,0.455
227,-1.56,0.42
228,-1.435,0.435
229,-1.29,0.375
230,-1.18,0.17
231,-1.02,-0.22
232,-0.915,-0.52
233,-0.77,-0.63
234,-0.665,-0.65
235,-0.505,-0.64
236,-0.36,-0.57
237,-0.2,-0.505
238,-0.04,-0.465
239,0.115,-0.465
240,0.255,-0.445
241,0.385,-0.445
242,0.475,-0.39
243,0.545,-0.36
244,0.565,-0.34
245,0.585,-0.34
246,0.61,-0.34
247,0.64,-0.3
248,0.66,-0.295
249,0.655,-0.305
250,0.675,-0.305
251,0.695,-0.29
252,0.695,-0.305
253,0.72,-0.285
254,0.765,-0.26
255,0.725,-0.235
256,0.745,-0.235
257,0.77,-0.25
258,0.77,-0.25
259,0.795,-0.25
260,0.84,-0.25
261,0.85,-0.215
262,0.88,-0.205
263,0.9,-0.225
264,0.93,-0.225
265,0.945,-0.23
266,0.975,-0.23
267,1,-0.215
268,1.025,-0.21
269,1.04,-0.22
270,1.06,-0.215
271,1.05,-0.19
272,1.09,-0.175
273,1.12,-0.17
274,1.135,-0.2
275,1.12,-0.16
276,1.14,-0.13
277,1.115,-0.12
278,1.09,-0.125
279,1.09,-0.12
280,1.055,-0.085
281,1.05,-0.055
282,0.995,-0.03
283,0.95,-0.04
284,0.895,-0.05
285,0.84,-0.05
286,0.8,-0.025
287,0.735,-0.035
288,0.675,-0.05
289,0.64,-0.055
290,0.575,-0.04
291,0.525,-0.025
292,0.49,-0.03
293,0.455,-0.07
294,0.39,-0.135
295,0.33,-0.165
296,0.33,-0.145
297,0.3,-0.13
298,0.295,-0.13
299,0.3,-0.15
300,0.265,-0.16
301,0.265,-0.175
302,0.255,-0.165
303,0.24,-0.175
304,0.25,-0.175
305,0.24,-0.2
306,0.25,-0.23
307,0.24,-0.245
308,0.225,-0.235
309,0.24,-0.24
310,0.23,-0.205
311,0.235,-0.185
312,0.245,-0.22
313,0.235,-0.22
314,0.24,-0.225
315,0.23,-0.24
316,0.23,-0.25
317,0.24,-0.24
318,0.26,-0.25
319,0.265,-0.27
320,0.23,-0.28
321,0.26,-0.285
322,0.255,-0.26
323,0.26,-0.26
324,0.265,-0.26
325,0.24,-0.275
326,0.255,-0.285
327,0.265,-0.275
328,0.27,-0.27
329,0.255,-0.26
330,0.27,-0.26
331,0.25,-0.29
332,0.26,-0.32
333,0.25,-0.305
334,0.275,-0.3
335,0.26,-0.29
336,0.245,-0.295
337,0.245,-0.29
338,0.265,-0.275
339,0.24,-0.28
340,0.23,-0.27
341,0.25,-0.24
342,0.22,-0.27
343,0.22,-0.275
344,0.23,-0.275
345,0.235,-0.28
346,0.195,-0.275
347,0.195,-0.27
348,0.205,-0.255
349,0.215,-0.245
350,0.195,-0.215
351,0.22,-0.235
352,0.205,-0.27
353,0.2,-0.235
354,0.19,-0.185
355,0.18,-0.12
356,0.2,-0.13
357,0.235,-0.1
358,0.27,-0.09
359,0.265,-0.07
360,0.305,-0.035
361,0.35,-0.035
362,0.4,-0.05
363,0.41,-0.04
364,0.385,-0.08
365,0.37,-0.105
366,0.31,-0.11
367,0.24,-0.12
368,0.195,-0.16
369,0.19,-0.175
370,0.175,-0.19
371,0.135,-0.2
372,0.105,-0.22
373,0.09,-0.275
374,0.095,-0.3
375,0.12,-0.305
376,0.105,-0.305
377,0.125,-0.33
378,0.14,-0.32
379,0.125,-0.29
380,0.11,-0.325
381,0.13,-0.325
382,0.12,-0.32
383,0.14,-0.32
384,0.115,-0.31
385,0.11,-0.295
386,0.105,-0.3
387,0.12,-0.29
388,0.125,-0.28
389,0.17,-0.315
390,0.135,-0.315
391,0.14,-0.3
392,0.115,-0.295
393,0.115,-0.28
394,0.135,-0.285
395,0.12,-0.245
396,0.11,-0.205
397,0.12,-0.125
398,0.12,-0.02
399,0.155,0.175
400,0.235,0.435
401,0.24,0.675
402,0.035,0.745
403,-0.32,0.82
404,-0.945,0.905
405,-1.725,1.07
406,-2.33,1.14
407,-2.72,1.085
408,-2.845,1.02
409,-2.73,0.985
410,-2.575,0.92
411,-2.385,0.865
412,-2.26,0.79
413,-2.095,0.64
414,-1.875,0.47
415,-1.715,0.4
416,-1.59,0.365
417,-1.435,0.36
418,-1.285,0.265
419,-1.195,0.01
420,-1.04,-0.305
421,-0.925,-0.555
422,-0.765,-0.64
423,-0.63,-0.685
424,-0.495,-0.595
425,-0.35,-0.515
426,-0.205,-0.495
427,-0.025,-0.47
428,0.17,-0.43
429,0.315,-0.395
430,0.41,-0.375
431,0.45,-0.395
432,0.485,-0.395
433,0.52,-0.355
434,0.555,-0.37
435,0.595,-0.375
436,0.595,-0.38
437,0.615,-0.36
438,0.65,-0.325
439,0.62,-0.365
440,0.63,-0.36
441,0.665,-0.34
442,0.67,-0.3
443,0.675,-0.295
444,0.68,-0.305
445,0.695,-0.3
446,0.705,-0.29
447,0.735,-0.28
448,0.765,-0.275
449,0.77,-0.27
450,0.79,-0.25
451,0.81,-0.275
452,0.81,-0.23
453,0.855,-0.225
454,0.89,-0.21
455,0.92,-0.205
456,0.95,-0.19
457,0.965,-0.165
458,1,-0.16
459,0.995,-0.195
460,1.03,-0.21
461,1.05,-0.195
462,1.045,-0.185
463,1.03,-0.195
464,1.03,-0.19
465,1.04,-0.145
466,1.01,-0.105
467,0.985,-0.105
468,0.98,-0.12
469,0.93,-0.1
470,0.865,-0.075
471,0.805,-0.075
472,0.76,-0.09
473,0.695,-0.08
474,0.635,-0.055
475,0.575,-0.08
476,0.535,-0.13
477,0.505,-0.13
478,0.42,-0.145
479,0.37,-0.165
480,0.35,-0.185
481,0.29,-0.21
482,0.255,-0.23
483,0.205,-0.255
484,0.19,-0.275
485,0.17,-0.28
486,0.17,-0.3
487,0.145,-0.31
488,0.13,-0.3
489,0.125,-0.3
490,0.135,-0.32
491,0.14,-0.33
492,0.115,-0.35
493,0.125,-0.335
494,0.13,-0.34
495,0.125,-0.33
496,0.145,-0.37
497,0.145,-0.355
498,0.16,-0.37
499,0.115,-0.36
500,0.12,-0.365
501,0.14,-0.355
502,0.125,-0.365
503,0.13,-0.36
504,0.125,-0.37
505,0.115,-0.36
506,0.135,-0.345
507,0.11,-0.375
508,0.125,-0.425
509,0.155,-0.405
510,0.14,-0.405
511,0.135,-0.425
512,0.145,-0.44
513,0.15,-0.425
514,0.115,-0.435
515,0.14,-0.43
516,0.13,-0.47
517,0.15,-0.465
518,0.13,-0.465
519,0.155,-0.46
520,0.155,-0.445
521,0.15,-0.45
522,0.13,-0.45
523,0.125,-0.435
524,0.125,-0.415
525,0.12,-0.42
526,0.12,-0.41
527,0.115,-0.42
528,0.12,-0.425
529,0.12,-0.45
530,0.115,-0.42
531,0.115,-0.415
532,0.125,-0.415
533,0.11,-0.41
534,0.115,-0.42
535,0.1,-0.42
536,0.095,-0.405
537,0.11,-0.375
538,0.09,-0.38
539,0.07,-0.41
540,0.105,-0.4
541,0.115,-0.405
542,0.075,-0.405
543,0.09,-0.395
544,0.125,-0.375
545,0.105,-0.345
546,0.095,-0.315
547,0.115,-0.28
548,0.135,-0.23
549,0.155,-0.21
550,0.195,-0.175
551,0.235,-0.145
552,0.28,-0.18
553,0.28,-0.21
554,0.285,-0.22
555,0.275,-0.215
556,0.245,-0.215
557,0.175,-0.235
558,0.145,-0.255
559,0.11,-0.275
560,0.09,-0.3
561,0.045,-0.305
562,0.025,-0.33
563,0.02,-0.38
564,0,-0.41
565,0,-0.405
566,0.01,-0.42
567,0,-0.42
568,0.015,-0.44
569,0,-0.455
570,-0.005,-0.45
571,0,-0.445
572,0,-0.445
573,-0.01,-0.43
574,-0.01,-0.44
575,0.005,-0.43
576,-0.015,-0.415
577,-0.02,-0.425
578,-0.02,-0.425
579,-0.02,-0.4
580,-0.005,-0.415
581,0.02,-0.42
582,0,-0.41
583,-0.005,-0.395
584,-0.01,-0.375
585,-0.02,-0.365
586,-0.04,-0.345
587,-0.02,-0.22
588,0.015,-0.035
589,0.06,0.175
590,0.125,0.495
591,0.065,0.79
592,-0.15,0.915
593,-0.535,0.945
594,-1.185,1
595,-1.88,1.16
596,-2.44,1.235
597,-2.82,1.145
598,-2.92,1.03
599,-2.81,0.955
600,-2.63,0.905
601,-2.425,0.78
602,-2.285,0.65
603,-2.105,0.475
604,-1.93,0.365
605,-1.76,0.28
606,-1.64,0.22
607,-1.49,0.13
608,-1.375,0.08
609,-1.24,-0.14
610,-1.135,-0.475
611,-0.99,-0.755
612,-0.865,-0.83
613,-0.735,-0.835
614,-0.63,-0.78
615,-0.515,-0.67
616,-0.35,-0.59
617,-0.16,-0.525
618,-0.01,-0.515
619,0.135,-0.49
620,0.24,-0.505
621,0.33,-0.505
622,0.375,-0.47
623,0.425,-0.46
624,0.435,-0.43
625,0.44,-0.42
626,0.47,-0.42
627,0.46,-0.43
628,0.47,-0.405
629,0.49,-0.38
630,0.5,-0.375
631,0.52,-0.395
632,0.535,-0.355
633,0.54,-0.35
634,0.545,-0.345
635,0.57,-0.32
636,0.57,-0.32
637,0.62,-0.295
638,0.61,-0.315
639,0.64,-0.32
640,0.66,-0.315
641,0.67,-0.33
642,0.705,-0.295
643,0.735,-0.285
644,0.745,-0.29
645,0.79,-0.285
646,0.8,-0.26
647,0.83,-0.275
648,0.815,-0.28
649,0.87,-0.27
650,0.865,-0.255
651,0.89,-0.245
652,0.91,-0.225
653,0.9,-0.205
654,0.895,-0.205
655,0.9,-0.195
656,0.895,-0.15
657,0.87,-0.16
658,0.845,-0.13
659,0.815,-0.085
660,0.795,-0.1
661,0.74,-0.08
662,0.695,-0.08
663,0.635,-0.07
664,0.59,-0.085
665,0.535,-0.12
666,0.495,-0.11
667,0.42,-0.12
668,0.385,-0.15
669,0.33,-0.195
670,0.26,-0.175
671,0.255,-0.195
672,0.21,-0.225
673,0.19,-0.235
674,0.17,-0.24
675,0.12,-0.26
676,0.09,-0.295
677,0.075,-0.28
678,0.055,-0.295
679,0.05,-0.28
680,0.02,-0.295
681,0.04,-0.32
682,0.035,-0.33
683,0.045,-0.345
684,0.045,-0.32
685,0.05,-0.34
686,0.04,-0.33
687,0.025,-0.335
688,0.035,-0.36
689,0.045,-0.355
690,0.05,-0.325
691,0.075,-0.345
692,0.05,-0.34
693,0.045,-0.34
694,0.05,-0.365
695,0.065,-0.365
696,0.06,-0.38
697,0.075,-0.385
698,0.06,-0.405
699,0.055,-0.375
700,0.055,-0.395
701,0.08,-0.415
702,0.085,-0.405
703,0.065,-0.41
704,0.065,-0.41
705,0.095,-0.43
706,0.065,-0.42
707,0.045,-0.425
708,0.05,-0.415
709,0.07,-0.43
710,0.065,-0.435
711,0.065,-0.425
712,0.07,-0.43
713,0.07,-0.405
714,0.04,-0.43
715,0.07,-0.425
716,0.065,-0.44
717,0.055,-0.425
718,0.04,-0.44
719,0.06,-0.435
720,0.03,-0.41
721,0.045,-0.42
722,0.035,-0.415
723,0.055,-0.41
724,0.045,-0.385
725,0.035,-0.385
726,0.03,-0.41
727,0.035,-0.4
728,0.045,-0.39
729,0.035,-0.37
730,0.025,-0.38
731,0.04,-0.38
732,0.035,-0.36
733,0.025,-0.355
734,0.035,-0.33
735,0.025,-0.29
736,0.01,-0.25
737,0.035,-0.23
738,0.075,-0.195
739,0.1,-0.17
740,0.125,-0.16
741,0.17,-0.145
742,0.21,-0.145
743,0.23,-0.14
744,0.26,-0.12
745,0.255,-0.125
746,0.225,-0.15
747,0.165,-0.155
748,0.1,-0.16
749,0.095,-0.195
750,0.055,-0.245
751,0.045,-0.25
752,0.025,-0.25
753,0.005,-0.26
754,-0.02,-0.29
755,-0.03,-0.35
756,-0.02,-0.385
757,-0.01,-0.365
758,-0.03,-0.385
759,0.005,-0.395
760,-0.02,-0.39
761,-0.02,-0.375
762,-0.025,-0.38
763,-0.02,-0.36
764,-0.015,-0.365
765,-0.025,-0.38
766,-0.02,-0.375
767,-0.025,-0.37
768,-0.02,-0.38
769,-0.01,-0.345
770,-0.025,-0.34
771,-0.03,-0.33
772,-0.01,-0.34
773,-0.01,-0.33
774,0,-0.35
775,0,-0.36
776,0.01,-0.335
777,0.03,-0.285
778,0.01,-0.25
779,0.03,-0.145
780,0.04,0
781,0.085,0.22
782,0.15,0.55
783,0.085,0.815
784,-0.125,0.9
785,-0.505,0.975
786,-1.145,1.08
787,-1.835,1.22
788,-2.37,1.26
789,-2.73,1.245
790,-2.835,1.19
791,-2.72,1.11
792,-2.51,1.02
793,-2.32,0.925
794,-2.17,0.845
795,-2.035,0.69
796,-1.79,0.58
797,-1.65,0.485
798,-1.505,0.455
799,-1.38,0.445
800,-1.24,0.345
801,-1.125,0.085
802,-1.01,-0.29
803,-0.91,-0.585
804,-0.78,-0.7
805,-0.63,-0.72
806,-0.505,-0.64
807,-0.375,-0.565
808,-0.195,-0.5
809,-0.02,-0.45
810,0.105,-0.42
811,0.265,-0.375
812,0.385,-0.36
813,0.475,-0.375
814,0.52,-0.37
815,0.545,-0.36
816,0.56,-0.34
817,0.57,-0.325
818,0.605,-0.34
819,0.605,-0.315
820,0.625,-0.305
821,0.655,-0.29
822,0.69,-0.3
823,0.675,-0.295
824,0.7,-0.29
825,0.715,-0.3
826,0.745,-0.28
827,0.74,-0.275
828,0.77,-0.29
829,0.775,-0.315
830,0.76,-0.28
831,0.785,-0.28
832,0.82,-0.285
833,0.835,-0.275
834,0.835,-0.27
835,0.89,-0.265
836,0.92,-0.245
837,0.94,-0.23
838,0.965,-0.245
839,0.99,-0.25
840,1.04,-0.225
841,1.02,-0.23
842,1.04,-0.245
843,1.08,-0.245
844,1.09,-0.245
845,1.085,-0.235
846,1.105,-0.23
847,1.1,-0.23
848,1.09,-0.2
849,1.06,-0.15
850,1.04,-0.15
851,1.045,-0.13
852,1.005,-0.135
853,0.955,-0.1
854,0.915,-0.075
855,0.875,-0.075
856,0.83,-0.075
857,0.77,-0.075
858,0.74,-0.035
859,0.67,-0.03
860,0.635,-0.04
861,0.58,-0.06
862,0.53,-0.05
863,0.475,-0.06
864,0.47,-0.08
865,0.42,-0.12
866,0.38,-0.115
867,0.345,-0.105
868,0.335,-0.125
869,0.285,-0.155
870,0.27,-0.145
871,0.285,-0.12
872,0.25,-0.13
873,0.25,-0.13
874,0.24,-0.175
875,0.23,-0.17
876,0.24,-0.155
877,0.2,-0.185
878,0.215,-0.195
879,0.215,-0.195
880,0.215,-0.18
881,0.215,-0.19
882,0.195,-0.21
883,0.2,-0.19
884,0.18,-0.2
885,0.205,-0.17
886,0.195,-0.205
887,0.215,-0.21
888,0.225,-0.19
889,0.25,-0.175
890,0.22,-0.21
891,0.215,-0.225
892,0.22,-0.225
893,0.235,-0.24
894,0.215,-0.225
895,0.235,-0.225
896,0.24,-0.235
897,0.25,-0.235
898,0.24,-0.26
899,0.235,-0.25
900,0.26,-0.215
901,0.24,-0.205
902,0.24,-0.24
903,0.255,-0.285
904,0.26,-0.28
905,0.225,-0.255
906,0.23,-0.255
907,0.21,-0.255
908,0.23,-0.255
909,0.23,-0.28
910,0.21,-0.26
911,0.21,-0.24
912,0.21,-0.245
913,0.23,-0.235
914,0.22,-0.235
915,0.23,-0.235
916,0.225,-0.24
917,0.225,-0.21
918,0.225,-0.215
919,0.21,-0.215
920,0.2,-0.215
921,0.195,-0.22
922,0.2,-0.195
923,0.22,-0.175
924,0.18,-0.13
925,0.21,-0.065
926,0.215,-0.04
927,0.26,0
928,0.3,-0.025
929,0.335,-0.025
930,0.34,0.005
931,0.39,0.005
932,0.395,0.02
933,0.405,0.025
934,0.395,-0.02
935,0.375,-0.06
936,0.33,-0.05
937,0.25,-0.05
938,0.235,-0.08
939,0.235,-0.095
940,0.225,-0.15
941,0.18,-0.16
942,0.165,-0.135
943,0.13,-0.16
944,0.14,-0.2
945,0.145,-0.25
946,0.185,-0.25
947,0.15,-0.285
948,0.15,-0.265
949,0.14,-0.27
950,0.135,-0.255
951,0.15,-0.26
952,0.11,-0.245
953,0.145,-0.25
954,0.135,-0.235
955,0.125,-0.23
956,0.16,-0.245
957,0.13,-0.25
958,0.125,-0.235
959,0.12,-0.245
960,0.115,-0.21
961,0.145,-0.23
962,0.14,-0.24
963,0.14,-0.24
964,0.135,-0.22
965,0.12,-0.19
966,0.12,-0.185
967,0.085,-0.185
968,0.13,-0.15
969,0.13,-0.08
970,0.12,0.04
971,0.17,0.24
972,0.245,0.52
973,0.235,0.755
974,0.035,0.86
975,-0.32,0.915
976,-0.9,1.005
977,-1.635,1.15
978,-2.21,1.26
979,-2.6,1.24
980,-2.775,1.185
981,-2.735,1.14
982,-2.59,1.095
983,-2.405,1.015
984,-2.23,0.975
985,-2.105,0.865
986,-1.9,0.72
987,-1.72,0.6
988,-1.575,0.54
989,-1.475,0.495
990,-1.33,0.495
991,-1.205,0.44
992,-1.04,0.26
993,-0.95,-0.12
994,-0.845,-0.41
995,-0.715,-0.57
996,-0.57,-0.61
997,-0.47,-0.56
998,-0.345,-0.51
999,-0.145,-0.445
1000,-0.03,-0.395
1001,0.105,-0.33
1002,0.265,-0.31
1003,0.39,-0.31
1004,0.475,-0.31
1005,0.52,-0.295
1006,0.585,-0.28
1007,0.595,-0.305
1008,0.595,-0.3
1009,0.625,-0.26
1010,0.635,-0.255
1011,0.68,-0.24
1012,0.695,-0.235
1013,0.68,-0.21
1014,0.7,-0.21
1015,0.725,-0.23
1016,0.745,-0.24
1017,0.77,-0.225
1018,0.765,-0.205
1019,0.78,-0.215
1020,0.81,-0.22
1021,0.815,-0.2
1022,0.825,-0.165
1023,0.845,-0.155
1024,0.85,-0.175
1025,0.895,-0.165
1026,0.92,-0.145
1027,0.95,-0.14
1028,0.965,-0.14
1029,0.965,-0.115
1030,1.015,-0.115
1031,1.025,-0.115
1032,1.02,-0.14
1033,1.05,-0.15
1034,1.055,-0.13
1035,1.105,-0.105
1036,1.145,-0.09
1037,1.14,-0.09
1038,1.13,-0.07
1039,1.15,-0.075
1040,1.13,-0.07
1041,1.12,-0.075
1042,1.1,-0.05
1043,1.09,-0.03
1044,1.05,-0.025
1045,0.99,-0.03
1046,0.93,-0.01
1047,0.915,0
1048,0.87,0.035
1049,0.83,0.035
1050,0.76,0.05
1051,0.74,0.035
1052,0.67,0.05
1053,0.62,0.025
1054,0.565,-0.005
1055,0.54,-0.015
1056,0.495,-0.035
1057,0.46,-0.055
1058,0.415,-0.05
1059,0.38,-0.095
1060,0.345,-0.08
1061,0.335,-0.095
1062,0.325,-0.09
1063,0.32,-0.1
1064,0.3,-0.095
1065,0.305,-0.08
1066,0.3,-0.105
1067,0.285,-0.11
1068,0.275,-0.125
1069,0.255,-0.135
1070,0.28,-0.135
1071,0.26,-0.135
1072,0.265,-0.16
1073,0.26,-0.15
1074,0.265,-0.13
1075,0.27,-0.145
1076,0.27,-0.14
1077,0.265,-0.135
1078,0.275,-0.135
1079,0.275,-0.18
1080,0.285,-0.175
1081,0.28,-0.155
1082,0.275,-0.155
1083,0.27,-0.15
1084,0.275,-0.195
1085,0.265,-0.2
1086,0.275,-0.2
1087,0.275,-0.185
1088,0.27,-0.22
1089,0.29,-0.22
1090,0.28,-0.23
1091,0.28,-0.205
1092,0.28,-0.22
1093,0.255,-0.235
1094,0.265,-0.23
1095,0.25,-0.22
1096,0.245,-0.22
1097,0.265,-0.215
1098,0.24,-0.23
1099,0.26,-0.215
1100,0.24,-0.24
1101,0.245,-0.205
1102,0.245,-0.21
1103,0.225,-0.22
1104,0.215,-0.215
1105,0.22,-0.2
1106,0.23,-0.205
1107,0.235,-0.205
1108,0.215,-0.18
1109,0.215,-0.18
1110,0.215,-0.195
1111,0.2,-0.215
1112,0.215,-0.215
1113,0.215,-0.2
1114,0.195,-0.2
1115,0.195,-0.185
1116,0.2,-0.175
1117,0.19,-0.165
1118,0.18,-0.175
1119,0.205,-0.17
1120,0.195,-0.145
1121,0.17,-0.08
1122,0.155,-0.06
1123,0.21,-0.05
1124,0.24,-0.045
1125,0.26,-0.015
1126,0.285,0.01
1127,0.315,0.04
1128,0.35,0.045
1129,0.39,0.04
1130,0.385,0.015
1131,0.365,0.025
1132,0.355,0
1133,0.29,0
1134,0.235,-0.02
1135,0.205,-0.05
1136,0.16,-0.09
1137,0.17,-0.12
1138,0.13,-0.14
1139,0.085,-0.12
1140,0.075,-0.14
1141,0.075,-0.205
1142,0.1,-0.25
1143,0.1,-0.26
1144,0.095,-0.245
1145,0.105,-0.25
1146,0.085,-0.23
1147,0.09,-0.23
1148,0.085,-0.235
1149,0.09,-0.235
1150,0.105,-0.24
1151,0.08,-0.255
1152,0.085,-0.245
1153,0.095,-0.255
1154,0.075,-0.245
1155,0.09,-0.215
1156,0.075,-0.22
1157,0.1,-0.22
1158,0.09,-0.22
1159,0.075,-0.225
1160,0.065,-0.23
1161,0.06,-0.25
1162,0.08,-0.235
1163,0.09,-0.215
1164,0.085,-0.175
1165,0.04,-0.15
1166,0.08,-0.03
1167,0.105,0.105
1168,0.145,0.285
1169,0.22,0.56
1170,0.165,0.775
1171,-0.02,0.825
1172,-0.425,0.875
1173,-1.055,0.975
1174,-1.765,1.095
1175,-2.345,1.165
1176,-2.715,1.13
1177,-2.81,1.105
1178,-2.68,1.08
1179,-2.52,1
1180,-2.345,0.96
1181,-2.215,0.85
1182,-2.035,0.735
1183,-1.86,0.59
1184,-1.69,0.47
1185,-1.59,0.435
1186,-1.475,0.46
1187,-1.335,0.42
1188,-1.2,0.28
1189,-1.07,-0.015
1190,-0.97,-0.35
1191,-0.87,-0.525
1192,-0.715,-0.59
1193,-0.57,-0.585
1194,-0.44,-0.525
1195,-0.29,-0.43
1196,-0.15,-0.36
1197,-0.03,-0.335
1198,0.135,-0.3
1199,0.275,-0.285
1200,0.385,-0.28
1201,0.445,-0.265
1202,0.495,-0.26
1203,0.52,-0.24
1204,0.53,-0.22
1205,0.55,-0.21
1206,0.565,-0.215
1207,0.62,-0.235
1208,0.625,-0.19
1209,0.64,-0.2
1210,0.65,-0.2
1211,0.635,-0.185
1212,0.67,-0.145
1213,0.685,-0.16
1214,0.7,-0.16
1215,0.69,-0.17
1216,0.72,-0.18
1217,0.735,-0.18
1218,0.755,-0.16
1219,0.765,-0.16
1220,0.785,-0.14
1221,0.82,-0.125
1222,0.835,-0.12
1223,0.85,-0.125
1224,0.865,-0.12
1225,0.91,-0.12
1226,0.925,-0.13
1227,0.93,-0.105
1228,0.955,-0.1
1229,0.995,-0.08
1230,1.01,-0.06
1231,1.015,-0.07
1232,1.035,-0.08
1233,1.04,-0.07
1234,1.06,-0.04
1235,1.065,-0.03
1236,1.045,-0.055
1237,1.03,-0.03
1238,1.02,-0.005
1239,1,-0.015
1240,0.965,0.01
1241,0.92,0.035
1242,0.905,0.035
1243,0.825,0.03
1244,0.785,0.035
1245,0.75,0.04
1246,0.695,0.05
