0rder,ECG1,ECG2
473,0.53,-0.545
474,0.54,-0.535
475,0.57,-0.55
476,0.61,-0.53
477,0.59,-0.52
478,0.625,-0.52
479,0.62,-0.53
480,0.635,-0.48
481,0.635,-0.48
482,0.665,-0.49
483,0.685,-0.495
484,0.685,-0.495
485,0.69,-0.47
486,0.71,-0.48
487,0.715,-0.48
488,0.735,-0.475
489,0.745,-0.48
490,0.76,-0.5
491,0.795,-0.515
492,0.815,-0.525
493,0.855,-0.53
494,0.865,-0.56
495,0.88,-0.59
496,0.9,-0.58
497,0.95,-0.61
498,0.945,-0.635
499,0.99,-0.65
500,1,-0.66
501,1.025,-0.67
502,1.04,-0.69
503,1.04,-0.705
504,1.055,-0.685
505,1.06,-0.69
506,1.09,-0.67
507,1.06,-0.66
508,1.055,-0.625
509,1.035,-0.56
510,1.03,-0.555
511,0.995,-0.51
512,0.94,-0.465
513,0.91,-0.415
514,0.875,-0.39
515,0.83,-0.36
516,0.78,-0.325
517,0.725,-0.295
518,0.67,-0.315
519,0.615,-0.275
520,0.565,-0.27
521,0.535,-0.28
522,0.455,-0.285
523,0.42,-0.3
524,0.38,-0.29
525,0.355,-0.305
526,0.315,-0.305
527,0.275,-0.31
528,0.26,-0.33
529,0.245,-0.345
530,0.215,-0.35
531,0.205,-0.335
532,0.2,-0.34
533,0.195,-0.36
534,0.21,-0.365
535,0.195,-0.345
536,0.165,-0.35
537,0.18,-0.355
538,0.18,-0.355
539,0.175,-0.38
540,0.18,-0.375
541,0.175,-0.385
542,0.17,-0.39
543,0.175,-0.395
544,0.17,-0.395
545,0.18,-0.395
546,0.17,-0.44
547,0.18,-0.44
548,0.19,-0.415
549,0.19,-0.4
550,0.18,-0.43
551,0.2,-0.42
552,0.195,-0.42
553,0.21,-0.43
554,0.195,-0.445
555,0.205,-0.445
556,0.19,-0.425
557,0.18,-0.44
558,0.18,-0.445
559,0.19,-0.45
560,0.18,-0.425
561,0.19,-0.43
562,0.205,-0.445
563,0.165,-0.445
564,0.195,-0.44
565,0.18,-0.425
566,0.16,-0.455
567,0.145,-0.445
568,0.16,-0.415
569,0.145,-0.435
570,0.165,-0.435
571,0.17,-0.425
572,0.145,-0.415
573,0.155,-0.43
574,0.14,-0.435
575,0.115,-0.415
576,0.135,-0.41
577,0.13,-0.415
578,0.145,-0.42
579,0.135,-0.4
580,0.145,-0.395
581,0.155,-0.41
582,0.14,-0.41
583,0.125,-0.41
584,0.13,-0.395
585,0.135,-0.4
586,0.135,-0.39
587,0.14,-0.41
588,0.125,-0.395
589,0.155,-0.395
590,0.15,-0.4
591,0.125,-0.38
592,0.13,-0.375
593,0.12,-0.375
594,0.115,-0.39
595,0.135,-0.395
596,0.13,-0.385
597,0.12,-0.38
598,0.09,-0.395
599,0.095,-0.355
600,0.11,-0.365
601,0.125,-0.335
602,0.13,-0.295
603,0.11,-0.255
604,0.135,-0.24
605,0.175,-0.225
606,0.2,-0.19
607,0.23,-0.185
608,0.265,-0.15
609,0.285,-0.155
610,0.31,-0.175
611,0.3,-0.19
612,0.28,-0.23
613,0.26,-0.255
614,0.205,-0.25
615,0.18,-0.275
616,0.155,-0.305
617,0.17,-0.295
618,0.13,-0.295
619,0.1,-0.335
620,0.055,-0.39
621,0.075,-0.425
622,0.07,-0.425
623,0.075,-0.42
624,0.055,-0.435
625,0.07,-0.455
626,0.06,-0.445
627,0.045,-0.43
628,0.05,-0.435
629,0.07,-0.43
630,0.055,-0.44
631,0.035,-0.43
632,0.055,-0.44
633,0.07,-0.43
634,0.06,-0.43
635,0.055,-0.44
636,0.06,-0.435
637,0.05,-0.435
638,0.05,-0.44
639,0.065,-0.435
640,0.075,-0.435
641,0.065,-0.435
642,0.055,-0.41
643,0.035,-0.38
644,0.06,-0.325
645,0.055,-0.17
646,0.07,0.035
647,0.15,0.325
648,0.22,0.68
649,0.14,0.93
650,-0.185,1.125
651,-0.69,1.365
652,-1.46,1.63
653,-2.16,1.79
654,-2.625,1.775
655,-2.8,1.68
656,-2.765,1.57
657,-2.65,1.355
658,-2.51,1.165
659,-2.37,0.995
660,-2.27,0.825
661,-2.095,0.795
662,-1.945,0.91
663,-1.845,1.2
664,-1.725,1.45
665,-1.585,1.35
666,-1.41,0.89
667,-1.28,0.215
668,-1.17,-0.335
669,-1.035,-0.605
670,-0.855,-0.695
671,-0.685,-0.685
672,-0.49,-0.67
673,-0.3,-0.66
674,-0.08,-0.625
675,0.1,-0.595
676,0.295,-0.58
677,0.395,-0.575
678,0.465,-0.575
679,0.51,-0.56
680,0.56,-0.555
681,0.595,-0.55
682,0.615,-0.535
683,0.61,-0.525
684,0.625,-0.51
685,0.65,-0.51
686,0.68,-0.515
687,0.67,-0.51
688,0.67,-0.495
689,0.695,-0.495
690,0.715,-0.49
691,0.71,-0.495
692,0.73,-0.49
693,0.75,-0.475
694,0.755,-0.495
695,0.79,-0.495
696,0.795,-0.505
697,0.835,-0.5
698,0.83,-0.51
699,0.86,-0.515
700,0.88,-0.54
701,0.91,-0.535
702,0.915,-0.555
703,0.95,-0.585
704,0.955,-0.58
705,1,-0.585
706,1.02,-0.605
707,1.065,-0.63
708,1.09,-0.65
709,1.105,-0.665
710,1.125,-0.665
711,1.13,-0.685
712,1.145,-0.67
713,1.135,-0.655
714,1.14,-0.665
715,1.115,-0.645
716,1.115,-0.63
717,1.105,-0.59
718,1.065,-0.58
719,1.03,-0.535
720,0.99,-0.505
721,0.97,-0.465
722,0.91,-0.42
723,0.875,-0.405
724,0.835,-0.37
725,0.79,-0.32
726,0.725,-0.32
727,0.67,-0.32
728,0.63,-0.32
729,0.56,-0.305
730,0.515,-0.315
731,0.45,-0.325
732,0.41,-0.32
733,0.365,-0.345
734,0.325,-0.35
735,0.285,-0.34
736,0.26,-0.365
737,0.235,-0.375
738,0.23,-0.38
739,0.2,-0.39
740,0.195,-0.4
741,0.19,-0.4
742,0.175,-0.395
743,0.175,-0.395
744,0.155,-0.4
745,0.17,-0.4
746,0.16,-0.43
747,0.16,-0.43
748,0.175,-0.44
749,0.17,-0.425
750,0.135,-0.445
751,0.14,-0.445
752,0.155,-0.44
753,0.175,-0.45
754,0.165,-0.45
755,0.155,-0.46
756,0.165,-0.45
757,0.185,-0.445
758,0.165,-0.45
759,0.16,-0.475
760,0.165,-0.47
761,0.15,-0.45
762,0.155,-0.475
763,0.18,-0.48
764,0.18,-0.46
765,0.2,-0.44
766,0.19,-0.47
767,0.175,-0.465
768,0.2,-0.44
769,0.185,-0.435
770,0.155,-0.475
771,0.175,-0.47
772,0.145,-0.435
773,0.16,-0.44
774,0.17,-0.455
775,0.165,-0.46
776,0.165,-0.43
777,0.165,-0.43
778,0.15,-0.45
779,0.145,-0.44
780,0.17,-0.42
781,0.16,-0.43
782,0.16,-0.415
783,0.135,-0.43
784,0.16,-0.43
785,0.15,-0.405
786,0.145,-0.42
787,0.15,-0.415
788,0.14,-0.41
789,0.145,-0.405
790,0.13,-0.41
791,0.13,-0.415
792,0.13,-0.395
793,0.16,-0.415
794,0.145,-0.405
795,0.14,-0.405
796,0.14,-0.415
797,0.12,-0.4
798,0.14,-0.405
799,0.115,-0.42
800,0.115,-0.41
801,0.11,-0.405
802,0.135,-0.4
803,0.13,-0.4
804,0.12,-0.38
805,0.12,-0.36
806,0.125,-0.33
807,0.125,-0.295
808,0.14,-0.265
809,0.15,-0.255
810,0.2,-0.22
811,0.215,-0.205
812,0.26,-0.195
813,0.265,-0.175
814,0.275,-0.16
815,0.3,-0.17
816,0.28,-0.215
817,0.275,-0.26
818,0.225,-0.275
819,0.205,-0.26
820,0.165,-0.28
821,0.135,-0.3
822,0.155,-0.335
823,0.12,-0.34
824,0.065,-0.345
825,0.055,-0.405
826,0.075,-0.445
827,0.075,-0.46
828,0.075,-0.44
829,0.08,-0.45
830,0.065,-0.455
831,0.04,-0.455
832,0.06,-0.45
833,0.055,-0.45
834,0.06,-0.46
835,0.055,-0.46
836,0.07,-0.455
837,0.04,-0.45
838,0.055,-0.435
839,0.065,-0.465
840,0.07,-0.455
841,0.06,-0.455
842,0.09,-0.455
843,0.08,-0.43
844,0.075,-0.455
845,0.065,-0.44
846,0.075,-0.43
847,0.07,-0.445
848,0.07,-0.42
849,0.065,-0.41
850,0.075,-0.365
851,0.045,-0.29
852,0.06,-0.145
853,0.075,0.04
854,0.195,0.33
855,0.255,0.635
856,0.18,0.92
857,-0.13,1.075
858,-0.57,1.26
859,-1.32,1.47
860,-2,1.66
861,-2.55,1.695
862,-2.815,1.605
863,-2.845,1.48
864,-2.765,1.3
865,-2.64,1.1
866,-2.505,0.925
867,-2.42,0.72
868,-2.275,0.605
869,-2.085,0.615
870,-1.96,0.83
871,-1.83,1.07
872,-1.715,1.215
873,-1.555,0.985
874,-1.405,0.5
875,-1.275,-0.1
876,-1.145,-0.535
877,-1,-0.69
878,-0.83,-0.735
879,-0.655,-0.7
880,-0.485,-0.685
881,-0.285,-0.67
882,-0.075,-0.63
883,0.105,-0.6
884,0.295,-0.58
885,0.385,-0.575
886,0.485,-0.585
887,0.54,-0.565
888,0.57,-0.565
889,0.59,-0.53
890,0.625,-0.5
891,0.64,-0.515
892,0.635,-0.51
893,0.665,-0.505
894,0.68,-0.505
895,0.695,-0.5
896,0.695,-0.495
897,0.685,-0.48
898,0.715,-0.485
899,0.73,-0.46
900,0.745,-0.47
901,0.74,-0.45
902,0.77,-0.43
903,0.8,-0.46
904,0.81,-0.475
905,0.82,-0.46
906,0.83,-0.45
907,0.855,-0.47
908,0.88,-0.475
909,0.88,-0.475
910,0.925,-0.505
911,0.935,-0.54
912,0.955,-0.535
913,0.98,-0.575
914,1.015,-0.575
915,1.055,-0.595
916,1.055,-0.6
917,1.09,-0.6
918,1.105,-0.615
919,1.125,-0.625
920,1.125,-0.645
921,1.135,-0.64
922,1.12,-0.655
923,1.13,-0.62
924,1.11,-0.595
925,1.105,-0.57
926,1.075,-0.545
927,1.03,-0.525
928,1.015,-0.5
929,0.975,-0.47
930,0.92,-0.425
931,0.885,-0.39
932,0.83,-0.38
933,0.775,-0.365
934,0.73,-0.345
935,0.67,-0.32
936,0.605,-0.32
937,0.565,-0.34
938,0.5,-0.335
939,0.44,-0.34
940,0.395,-0.36
941,0.365,-0.36
942,0.29,-0.36
943,0.285,-0.38
944,0.26,-0.41
945,0.225,-0.4
946,0.185,-0.4
947,0.19,-0.415
948,0.185,-0.42
949,0.155,-0.42
950,0.15,-0.415
951,0.14,-0.43
952,0.13,-0.445
953,0.13,-0.44
954,0.14,-0.435
955,0.12,-0.44
956,0.105,-0.425
957,0.115,-0.44
958,0.115,-0.465
959,0.12,-0.445
960,0.105,-0.465
961,0.1,-0.465
962,0.13,-0.48
963,0.12,-0.485
964,0.115,-0.475
965,0.12,-0.505
966,0.14,-0.475
967,0.125,-0.495
968,0.115,-0.495
969,0.135,-0.52
970,0.14,-0.535
971,0.14,-0.52
972,0.14,-0.53
973,0.135,-0.51
974,0.145,-0.51
975,0.125,-0.525
976,0.14,-0.525
977,0.13,-0.51
978,0.13,-0.52
979,0.15,-0.515
980,0.16,-0.505
981,0.15,-0.525
982,0.145,-0.515
983,0.13,-0.505
984,0.14,-0.495
985,0.13,-0.5
986,0.145,-0.52
987,0.135,-0.485
988,0.125,-0.5
989,0.105,-0.5
990,0.095,-0.495
991,0.1,-0.49
992,0.09,-0.515
993,0.1,-0.51
994,0.095,-0.5
995,0.11,-0.5
996,0.105,-0.49
997,0.115,-0.5
998,0.115,-0.495
999,0.1,-0.5
1000,0.085,-0.505
1001,0.08,-0.505
1002,0.075,-0.485
1003,0.085,-0.495
1004,0.08,-0.49
1005,0.075,-0.5
1006,0.1,-0.48
1007,0.09,-0.47
1008,0.08,-0.48
1009,0.07,-0.485
1010,0.08,-0.48
1011,0.1,-0.48
1012,0.095,-0.475
1013,0.085,-0.47
1014,0.095,-0.465
1015,0.095,-0.445
1016,0.085,-0.43
1017,0.095,-0.385
1018,0.095,-0.36
1019,0.115,-0.35
1020,0.14,-0.32
1021,0.155,-0.295
1022,0.2,-0.27
1023,0.21,-0.24
1024,0.25,-0.25
1025,0.295,-0.255
1026,0.285,-0.32
1027,0.275,-0.35
1028,0.205,-0.345
1029,0.175,-0.32
1030,0.15,-0.365
1031,0.15,-0.39
1032,0.12,-0.41
1033,0.085,-0.43
1034,0.06,-0.41
1035,0.045,-0.45
1036,0.06,-0.495
1037,0.065,-0.505
1038,0.075,-0.515
1039,0.085,-0.495
1040,0.04,-0.515
1041,0.055,-0.52
1042,0.05,-0.52
1043,0.055,-0.485
1044,0.045,-0.495
1045,0.05,-0.48
1046,0.035,-0.505
1047,0.065,-0.505
1048,0.05,-0.48
1049,0.07,-0.505
1050,0.065,-0.505
1051,0.06,-0.5
1052,0.065,-0.49
1053,0.05,-0.495
1054,0.04,-0.51
1055,0.05,-0.48
1056,0.065,-0.475
1057,0.055,-0.46
1058,0.065,-0.48
1059,0.065,-0.43
1060,0.055,-0.425
1061,0.045,-0.335
1062,0.075,-0.185
1063,0.12,0.05
1064,0.17,0.35
1065,0.255,0.72
1066,0.185,1.025
1067,-0.07,1.25
1068,-0.46,1.425
1069,-1.07,1.595
1070,-1.78,1.85
1071,-2.31,1.945
1072,-2.655,1.895
1073,-2.8,1.775
1074,-2.71,1.59
1075,-2.59,1.325
1076,-2.38,1.135
1077,-2.26,0.96
1078,-2.18,0.805
1079,-2.02,0.74
1080,-1.85,0.865
1081,-1.77,1.1
1082,-1.655,1.345
1083,-1.52,1.41
1084,-1.37,1.165
1085,-1.25,0.625
1086,-1.12,0.055
1087,-0.98,-0.34
1088,-0.845,-0.575
1089,-0.71,-0.665
1090,-0.52,-0.725
1091,-0.355,-0.745
1092,-0.15,-0.715
1093,0.02,-0.66
1094,0.155,-0.65
1095,0.315,-0.64
1096,0.42,-0.64
1097,0.49,-0.605
1098,0.53,-0.6
1099,0.57,-0.61
1100,0.58,-0.61
1101,0.595,-0.6
1102,0.64,-0.575
1103,0.63,-0.575
1104,0.67,-0.6
1105,0.67,-0.555
1106,0.665,-0.565
1107,0.685,-0.545
1108,0.69,-0.54
1109,0.7,-0.525
1110,0.695,-0.53
1111,0.73,-0.505
1112,0.74,-0.51
1113,0.745,-0.49
1114,0.765,-0.475
1115,0.77,-0.515
1116,0.79,-0.52
1117,0.81,-0.515
1118,0.805,-0.5
1119,0.835,-0.525
1120,0.855,-0.525
1121,0.885,-0.54
1122,0.92,-0.565
1123,0.905,-0.58
1124,0.945,-0.57
1125,0.98,-0.58
1126,1.01,-0.595
1127,1.03,-0.62
1128,1.035,-0.655
1129,1.065,-0.65
1130,1.075,-0.64
1131,1.095,-0.64
1132,1.12,-0.65
1133,1.09,-0.62
1134,1.105,-0.63
1135,1.115,-0.605
1136,1.085,-0.575
1137,1.04,-0.525
1138,1.035,-0.51
1139,0.99,-0.47
1140,0.94,-0.42
1141,0.89,-0.38
1142,0.845,-0.365
1143,0.79,-0.36
1144,0.76,-0.355
1145,0.685,-0.32
1146,0.63,-0.31
1147,0.585,-0.315
1148,0.515,-0.335
1149,0.475,-0.33
1150,0.45,-0.335
1151,0.385,-0.36
1152,0.335,-0.375
1153,0.285,-0.365
1154,0.26,-0.375
1155,0.24,-0.395
1156,0.225,-0.38
1157,0.205,-0.41
1158,0.2,-0.4
1159,0.185,-0.43
1160,0.155,-0.425
1161,0.165,-0.435
1162,0.125,-0.445
1163,0.13,-0.42
1164,0.14,-0.435
1165,0.15,-0.45
1166,0.145,-0.44
1167,0.11,-0.455
1168,0.115,-0.465
1169,0.125,-0.465
1170,0.125,-0.47
1171,0.135,-0.49
1172,0.14,-0.48
1173,0.14,-0.465
1174,0.13,-0.475
1175,0.14,-0.5
1176,0.145,-0.495
1177,0.15,-0.49
1178,0.145,-0.5
1179,0.135,-0.515
1180,0.145,-0.52
1181,0.13,-0.535
1182,0.125,-0.51
1183,0.13,-0.51
1184,0.13,-0.525
1185,0.12,-0.51
1186,0.095,-0.51
1187,0.13,-0.52
1188,0.115,-0.53
1189,0.135,-0.5
1190,0.13,-0.515
1191,0.14,-0.52
1192,0.125,-0.52
1193,0.125,-0.53
1194,0.12,-0.51
1195,0.125,-0.52
1196,0.12,-0.53
1197,0.105,-0.525
1198,0.1,-0.52
1199,0.115,-0.525
1200,0.085,-0.515
1201,0.08,-0.515
1202,0.09,-0.52
1203,0.11,-0.495
1204,0.085,-0.515
1205,0.085,-0.51
1206,0.095,-0.5
1207,0.07,-0.48
1208,0.085,-0.495
1209,0.095,-0.5
1210,0.075,-0.515
1211,0.08,-0.505
1212,0.055,-0.48
1213,0.075,-0.49
1214,0.085,-0.485
1215,0.075,-0.485
1216,0.07,-0.475
1217,0.065,-0.495
1218,0.065,-0.5
1219,0.035,-0.48
1220,0.06,-0.475
1221,0.085,-0.48
1222,0.085,-0.495
1223,0.06,-0.47
1224,0.07,-0.465
1225,0.08,-0.445
1226,0.075,-0.415
1227,0.08,-0.4
1228,0.07,-0.375
1229,0.09,-0.355
1230,0.115,-0.34
1231,0.13,-0.29
1232,0.15,-0.265
1233,0.18,-0.24
1234,0.225,-0.255
1235,0.24,-0.26
1236,0.23,-0.29
1237,0.235,-0.32
1238,0.215,-0.355
1239,0.175,-0.34
1240,0.135,-0.355
1241,0.125,-0.39
1242,0.105,-0.405
1243,0.11,-0.445
1244,0.06,-0.43
1245,0.05,-0.455
1246,0.035,-0.52
1247,0.02,-0.535
1248,0.035,-0.54
